question_id,question
latvsldq000051,Việc công ty trang bị khẩu trang cho công nhân làm việc trong môi trường bụi bẩn có được xem là một phần của vệ sinh lao động không?
latvsldq000052,"Để đảm bảo vệ sinh lao động tại nơi làm việc, doanh nghiệp cần thực hiện những biện pháp cụ thể nào?"
latvsldq000053,"Một xưởng sản xuất không trang bị hệ thống hút bụi, khiến công nhân thường xuyên bị ho và khó thở. Xưởng này có vi phạm quy định về vệ sinh lao động không?"
latvsldq000054,Thế nào là 'yếu tố có hại' trong vệ sinh lao động?
latvsldq000055,"Luật An toàn, vệ sinh lao động định nghĩa về vệ sinh lao động như thế nào?"
latvsldq000056,Nếu một yếu tố chỉ gây khó chịu chứ không gây tổn thương hoặc tử vong thì có được coi là yếu tố nguy hiểm không?
latvsldq000057,Làm thế nào để nhận biết một yếu tố là yếu tố nguy hiểm trong công việc?
latvsldq000058,"Anh A làm việc trong xưởng mộc, thường xuyên hít phải bụi gỗ nhưng không có biện pháp bảo vệ. Bụi gỗ có được coi là yếu tố nguy hiểm không?"
latvsldq000059,Thế nào là 'yếu tố nguy hiểm' trong môi trường làm việc?
latvsldq000060,Luật An toàn lao động định nghĩa về yếu tố nguy hiểm như thế nào?
latvsldq000061,Nếu công việc của tôi chỉ gây mệt mỏi tạm thời chứ không gây bệnh tật thì có được coi là có yếu tố có hại không?
latvsldq000062,Làm thế nào để biết môi trường làm việc của tôi có yếu tố có hại?
latvsldq000063,"Anh A làm việc trong xưởng gỗ, thường xuyên hít phải bụi. Anh ấy bị ho kéo dài và khó thở. Trường hợp này có được coi là do yếu tố có hại gây ra không?"
latvsldq000064,Thế nào là 'yếu tố có hại' trong công việc?
latvsldq000065,Luật quy định như thế nào về yếu tố có hại?
latvsldq000066,"Một chiếc máy bị kẹt giấy trong quá trình in ấn, gây gián đoạn công việc, có được coi là sự cố kỹ thuật gây mất an toàn lao động không?"
latvsldq000067,"Làm thế nào để xác định một sự việc có phải là sự cố kỹ thuật gây mất an toàn, vệ sinh lao động theo định nghĩa của luật?"
latvsldq000068,"Trong một nhà máy, một đường ống dẫn hóa chất bị rò rỉ, gây ra mùi khó chịu và khiến một số công nhân cảm thấy chóng mặt. Đây có phải là sự cố kỹ thuật gây mất an toàn, vệ sinh lao động không?"
latvsldq000069,Thế nào là 'giới hạn an toàn kỹ thuật cho phép' trong định nghĩa về sự cố kỹ thuật?
latvsldq000070,"Định nghĩa về sự cố kỹ thuật gây mất an toàn, vệ sinh lao động được quy định chính xác như thế nào trong Luật An toàn?"
latvsldq000071,"Một vụ nổ nhỏ tại xưởng, chỉ làm một công nhân bị thương nhẹ, có được coi là sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng không?"
latvsldq000072,Làm thế nào để xác định một sự cố kỹ thuật có phải là 'nghiêm trọng' theo định nghĩa của luật?
latvsldq000073,"Một nhà máy hóa chất bị rò rỉ khí độc, ảnh hưởng đến sức khỏe của công nhân và người dân khu vực lân cận, khiến bệnh viện quá tải. Đây có phải là sự cố kỹ thuật nghiêm trọng không?"
latvsldq000074,"Thế nào là 'khả năng ứng phó' của cơ sở sản xuất, kinh doanh trong trường hợp sự cố kỹ thuật?"
latvsldq000075,"Luật định nghĩa như thế nào về sự cố kỹ thuật gây mất an toàn, vệ sinh lao động nghiêm trọng?"
latvsldq000076,Nếu tôi bị ngã xe trên đường đi làm về thì có được coi là tai nạn lao động không?
latvsldq000077,Những yếu tố nào cần xem xét để xác định một vụ việc có phải là tai nạn lao động hay không?
latvsldq000078,Anh A là nhân viên văn phòng bị đột quỵ tại bàn làm việc trong giờ làm việc. Trường hợp này có được coi là tai nạn lao động không?
latvsldq000079,Thế nào là 'quá trình lao động' được đề cập trong định nghĩa về tai nạn lao động?
latvsldq000080,Luật quy định tai nạn lao động phải gây ra những hậu quả gì cho người lao động?
latvsldq000081,Nếu tôi bị bệnh tim bẩm sinh thì có được coi là bệnh nghề nghiệp không?
latvsldq000082,Những yếu tố nào được xem xét để xác định một bệnh là bệnh nghề nghiệp?
latvsldq000083,"Anh A làm việc trong xưởng sản xuất sơn, không được trang bị đầy đủ bảo hộ, sau 5 năm thì bị viêm da mãn tính. Đây có phải là bệnh nghề nghiệp không?"
latvsldq000084,Thế nào là 'điều kiện lao động có hại' gây ra bệnh nghề nghiệp?
latvsldq000085,Luật nào định nghĩa về bệnh nghề nghiệp?
latvsldq000086,Việc đo đạc độ ồn tại xưởng sản xuất có được coi là một phần của quan trắc môi trường lao động không?
latvsldq000087,Quy trình quan trắc môi trường lao động thường bao gồm những bước nào?
latvsldq000088,"Công ty X chỉ thuê một đơn vị đến đo đạc môi trường lao động một lần duy nhất rồi thôi, mặc dù có nhiều yếu tố nguy cơ. Hành động này có vi phạm quy định không?"
latvsldq000089,"Vậy, 'môi trường lao động' được hiểu như thế nào trong quan trắc môi trường lao động?"
latvsldq000090,Điều luật nào định nghĩa cụ thể về quan trắc môi trường lao động?
latvsldq000091,Nhà nước có hỗ trợ gì cho doanh nghiệp nhỏ muốn cải thiện điều kiện làm việc an toàn hơn không?
latvsldq000092,Doanh nghiệp nên làm gì để được hưởng lợi từ chính sách khuyến khích của nhà nước về an toàn lao động?
latvsldq000093,"Công ty X chỉ quan tâm đến lợi nhuận, không đầu tư vào thiết bị an toàn mới vì cho rằng tốn kém. Điều này có vi phạm quy định pháp luật không?"
latvsldq000094,Thế nào là 'điều kiện thuận lợi' mà Nhà nước tạo ra trong lĩnh vực an toàn lao động?
latvsldq000095,Điều luật nào nói về việc khuyến khích áp dụng công nghệ tiên tiến trong an toàn lao động?
latvsldq000096,Nhà nước có hỗ trợ tài chính cho các doanh nghiệp muốn cải thiện điều kiện an toàn lao động không?
latvsldq000097,Doanh nghiệp có thể tiếp cận các chương trình hỗ trợ của nhà nước về an toàn lao động như thế nào?
latvsldq000098,Một công ty sản xuất hóa chất muốn xây dựng phòng thí nghiệm đạt chuẩn để kiểm tra chất lượng sản phẩm và đảm bảo an toàn cho công nhân. Họ có thể nhận được hỗ trợ gì từ nhà nước?
latvsldq000099,Thế nào là 'phòng thí nghiệm đạt chuẩn quốc gia' trong lĩnh vực an toàn lao động?
latvsldq000100,Chính sách của nhà nước về đầu tư cho an toàn lao động được thể hiện cụ thể trong điều luật nào?
latvsldq000101,Nhà nước có chương trình hỗ trợ tài chính cho các công ty muốn cải thiện an toàn lao động không?
latvsldq000102,Làm thế nào để biết ngành nghề của tôi có được nhà nước ưu tiên hỗ trợ về an toàn lao động?
latvsldq000103,"Công ty X tự đầu tư hệ thống máy móc hiện đại để giảm thiểu tai nạn, nhưng chi phí lớn. Họ có thể nhận hỗ trợ gì từ nhà nước?"
latvsldq000104,"Thế nào là 'ngành, lĩnh vực có nguy cơ cao về tai nạn lao động, bệnh nghề nghiệp'?"
latvsldq000105,Nhà nước khuyến khích áp dụng tiêu chuẩn an toàn như thế nào?
latvsldq000106,"Nếu tôi là thợ hồ tự do, tôi có được nhà nước hỗ trợ học về an toàn lao động không?"
latvsldq000107,Làm sao để biết tôi có thể được hỗ trợ huấn luyện an toàn lao động khi làm tự do?
latvsldq000108,"Anh T làm nghề sửa điện dạo, không thuộc công ty nào. Một lần, anh bị điện giật do không có kiến thức an toàn. Theo luật, anh có thể được hỗ trợ gì?"
latvsldq000109,"Thế nào là 'công việc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động'?"
latvsldq000110,Luật quy định cụ thể nhà nước hỗ trợ những gì cho người lao động tự do học an toàn lao động không?
latvsldq000111,"Tôi là lao động tự do, liệu tôi có thể mua bảo hiểm tai nạn lao động không?"
latvsldq000112,Tôi muốn tham gia bảo hiểm tai nạn lao động tự nguyện thì cần làm gì?
latvsldq000113,"Ông T làm nghề lái xe ôm công nghệ, bị tai nạn giao thông trong lúc chở khách. Ông muốn được hưởng trợ cấp tai nạn lao động thì có được không?"
latvsldq000114,"Thế nào là 'cơ chế đóng, hưởng linh hoạt' trong bảo hiểm tai nạn lao động tự nguyện?"
latvsldq000115,"Luật An toàn, vệ sinh lao động quy định gì về việc phát triển bảo hiểm tai nạn lao động tự nguyện?"
latvsldq000116,Người lao động có quyền yêu cầu công ty cải thiện điều kiện làm việc để an toàn hơn không?
latvsldq000117,"Nếu cảm thấy môi trường làm việc không an toàn, người lao động cần làm gì để bảo vệ quyền lợi của mình?"
latvsldq000118,"Anh A làm việc tại công trường xây dựng, không được trang bị đầy đủ bảo hộ lao động. Hỏi, quyền lợi của anh A có bị xâm phạm không?"
latvsldq000119,"Thế nào là 'điều kiện an toàn, vệ sinh lao động'?"
latvsldq000120,Điều luật nào khẳng định quyền của người lao động được làm việc trong điều kiện an toàn?
latvsldq000121,"Công ty chỉ cần trang bị đầy đủ thiết bị bảo hộ là đủ, không cần quan tâm đến việc cải thiện quy trình làm việc để giảm nguy cơ tai nạn, có đúng không?"
latvsldq000122,"Tôi là chủ doanh nghiệp, tôi phải làm gì để thực hiện đúng nguyên tắc ưu tiên phòng ngừa rủi ro trong an toàn lao động?"
latvsldq000123,"Trong xưởng sản xuất, công nhân thường xuyên không đeo khẩu trang vì 'vướng víu'. Quản lý chỉ nhắc nhở qua loa mà không có biện pháp xử lý. Như vậy có vi phạm nguyên tắc an toàn lao động không?"
latvsldq000124,Thế nào là 'yếu tố nguy hiểm' trong an toàn lao động?
latvsldq000125,"Luật quy định như thế nào về việc tuân thủ các biện pháp an toàn, vệ sinh lao động?"
latvsldq000126,"Khi công ty xây dựng nội quy về an toàn lao động, có cần hỏi ý kiến công đoàn không?"
latvsldq000127,Các bước để tham vấn ý kiến về an toàn lao động được thực hiện như thế nào?
latvsldq000128,Một doanh nghiệp sản xuất hóa chất xây dựng kế hoạch ứng phó sự cố hóa chất mà không hề tham khảo ý kiến của công đoàn cơ sở. Hành động này có đúng luật không?
latvsldq000129,Vậy 'tham vấn ý kiến' trong lĩnh vực an toàn lao động được hiểu là gì?
latvsldq000130,Điều luật nào quy định cụ thể về việc tham vấn ý kiến trong xây dựng chính sách an toàn lao động?
latvsldq000131,"Nếu công ty không trang bị đầy đủ thiết bị bảo hộ lao động cho tôi, tôi có quyền từ chối làm việc không?"
latvsldq000132,Tôi nên làm gì nếu phát hiện nơi làm việc không đảm bảo an toàn?
latvsldq000133,Anh A làm việc trong xưởng hóa chất nhưng không được cung cấp mặt nạ phòng độc. Anh A bị ngộ độc hóa chất và phải nhập viện. Ai phải chịu trách nhiệm?
latvsldq000134,"Thế nào là 'điều kiện làm việc công bằng, an toàn, vệ sinh lao động'?"
latvsldq000135,Luật quy định người lao động có quyền gì liên quan đến an toàn lao động?
latvsldq000136,"Tôi mới vào công ty, chưa được hướng dẫn về an toàn lao động. Tôi có quyền yêu cầu công ty phải đào tạo cho tôi không?"
latvsldq000137,"Khi công ty thay đổi quy trình làm việc có yếu tố nguy hiểm mới, tôi cần được cung cấp thông tin và đào tạo lại như thế nào?"
latvsldq000138,"Anh A làm việc tại xưởng hóa chất. Công ty chỉ trang bị bảo hộ lao động, không hề thông báo về tác hại của hóa chất. Hỏi công ty có vi phạm không?"
latvsldq000139,"Thế nào là 'yếu tố nguy hiểm, yếu tố có hại' tại nơi làm việc?"
latvsldq000140,Luật quy định người lao động có quyền được cung cấp những thông tin gì về an toàn lao động?
latvsldq000141,Nếu công ty không mua bảo hiểm tai nạn lao động cho tôi thì có đúng luật không?
latvsldq000142,Nếu tôi bị tai nạn lao động thì tôi sẽ được hưởng những quyền lợi gì?
latvsldq000143,Anh A bị nghi ngờ mắc bệnh nghề nghiệp do làm việc trong môi trường độc hại. Công ty từ chối chi trả chi phí khám bệnh cho anh A. Hành động này có đúng luật không?
latvsldq000144,Thế nào là 'chế độ bảo hộ lao động' mà người lao động được hưởng?
latvsldq000145,Điều luật nào quy định người lao động được chủ động đi khám giám định mức suy giảm khả năng lao động?
latvsldq000146,"Nếu tôi bị tai nạn lao động và đã điều trị ổn định, công ty có bắt buộc phải sắp xếp công việc khác cho tôi không?"
latvsldq000147,"Sau khi điều trị bệnh nghề nghiệp, tôi cần làm gì để được công ty bố trí công việc phù hợp?"
latvsldq000148,"Anh A, một công nhân xây dựng, bị ngã giàn giáo và bị thương ở chân. Sau khi điều trị, anh A có thể đi lại nhưng không thể leo trèo. Công ty từ chối bố trí công việc khác với lý do không có vị trí phù hợp. Hành động này có đúng luật không?"
latvsldq000149,Thế nào là 'công việc phù hợp' sau khi điều trị tai nạn lao động?
latvsldq000150,Luật quy định quyền của người lao động về bố trí công việc sau điều trị tai nạn lao động như thế nào?
latvsldq000151,"Nếu tôi thấy máy móc ở xưởng có vẻ không an toàn, tôi có quyền không làm việc không?"
latvsldq000152,"Nếu tôi từ chối làm việc vì lý do an toàn, tôi cần làm gì để đảm bảo quyền lợi của mình?"
latvsldq000153,"Anh A là công nhân xây dựng, thấy giàn giáo không chắc chắn nhưng бригадир (đội trưởng) vẫn yêu cầu làm việc. Anh A từ chối. Sau đó, anh bị бригадир khiển trách vì 'cố tình gây rối'. Vậy, бригадир có sai không?"
latvsldq000154,Thế nào là 'nguy cơ xảy ra tai nạn lao động đe dọa nghiêm trọng tính mạng hoặc sức khỏe'?
latvsldq000155,Luật quy định thế nào về việc trả lương cho người lao động khi họ từ chối làm việc vì lý do an toàn?
latvsldq000156,"Nếu tôi thấy công ty không đảm bảo an toàn lao động, tôi có quyền báo cho cơ quan chức năng không?"
latvsldq000157,Tôi muốn khiếu nại về việc công ty không trang bị đầy đủ bảo hộ lao động cho tôi thì cần làm những bước gì?
latvsldq000158,Anh A là công nhân bị tai nạn lao động do công ty không bảo trì máy móc định kỳ. Anh A muốn đòi bồi thường thiệt hại thì có thể làm gì?
latvsldq000159,Thế nào là 'khởi kiện' trong trường hợp liên quan đến an toàn lao động?
latvsldq000160,"Luật quy định quyền khiếu nại, tố cáo, khởi kiện này áp dụng cho những đối tượng nào?"
latvsldq000161,"Nếu tôi không đồng ý với nội quy an toàn của công ty, tôi có bắt buộc phải tuân theo không?"
latvsldq000162,Tôi cần làm gì để thực hiện đúng nghĩa vụ về an toàn lao động theo quy định?
latvsldq000163,"Anh A, một công nhân xây dựng, vì muốn làm nhanh nên đã bỏ qua việc đội mũ bảo hiểm khi làm việc trên cao. Điều này có vi phạm quy định không?"
latvsldq000164,"Thế nào là 'biện pháp bảo đảm an toàn, vệ sinh lao động'?"
latvsldq000165,"Điều luật nào quy định về nghĩa vụ tuân thủ các giao kết về an toàn, vệ sinh lao động trong thỏa ước lao động tập thể?"
latvsldq000166,Nếu công ty phát cho tôi đồ bảo hộ lao động nhưng tôi không thích và không dùng thì có sao không?
latvsldq000167,Nếu thiết bị an toàn ở chỗ làm bị hỏng thì tôi phải làm gì?
latvsldq000168,"Anh A là công nhân xây dựng, được công ty cấp mũ bảo hộ nhưng thường xuyên bỏ ra vì vướng víu. Một lần, anh bị vật rơi trúng đầu và bị thương. Ai sẽ chịu trách nhiệm?"
latvsldq000169,Thế nào là 'phương tiện bảo vệ cá nhân' trong luật an toàn lao động?
latvsldq000170,Luật quy định nghĩa vụ của người lao động về sử dụng và bảo quản phương tiện bảo vệ cá nhân như thế nào?
latvsldq000171,"Nếu tôi thấy máy móc có vẻ không an toàn, tôi có bắt buộc phải báo cáo không?"
latvsldq000172,Tôi cần làm gì khi phát hiện ra nguy cơ gây mất an toàn ở nơi làm việc?
latvsldq000173,"Anh A là công nhân vận hành máy. Trong lúc làm việc, anh phát hiện ra một ống dẫn khí bị rò rỉ nhưng vì sợ bị khiển trách, anh A không báo cáo. Sau đó, vụ rò rỉ gây ra vụ nổ làm bị thương nhiều người. Anh A có vi phạm pháp luật không?"
latvsldq000174,"Thế nào là 'nguy cơ xảy ra sự cố kỹ thuật gây mất an toàn, vệ sinh lao động'?"
latvsldq000175,Luật quy định người lao động phải làm gì khi có lệnh của người sử dụng lao động trong tình huống khẩn cấp?
latvsldq000176,"Tôi là thợ hồ tự do, không ký hợp đồng với ai. Vậy tôi có quyền yêu cầu chủ nhà đảm bảo an toàn khi làm việc không?"
latvsldq000177,"Nếu tôi là lao động tự do và cảm thấy nơi làm việc không an toàn, tôi có thể làm gì?"
latvsldq000178,"Ông T là xe ôm công nghệ, trong lúc chờ khách ở một công trình xây dựng thì bị vật liệu rơi trúng gây thương tích. Ông T có được hưởng quyền lợi gì liên quan đến an toàn lao động không?"
latvsldq000179,"Thế nào là 'điều kiện an toàn, vệ sinh lao động' theo luật?"
latvsldq000180,Luật quy định quyền của lao động tự do về an toàn lao động như thế nào?
latvsldq000181,"Tôi là thợ hồ tự do, tôi có được tham gia các lớp huấn luyện về an toàn lao động không?"
latvsldq000182,Làm thế nào để một người làm nghề tự do như tôi có thể tiếp cận các khóa huấn luyện an toàn lao động?
latvsldq000183,Anh T làm nghề bốc vác tự do. Chủ hàng thuê anh bốc dỡ hàng hóa dễ cháy nổ nhưng không hướng dẫn gì về an toàn. Anh T có thể từ chối công việc này không?
latvsldq000184,"Thế nào là 'công việc có yêu cầu nghiêm ngặt về an toàn, vệ sinh lao động'?"
latvsldq000185,Luật quy định quyền được huấn luyện an toàn lao động của người lao động tự do như thế nào?
latvsldq000186,"Tôi làm nghề tự do, vậy tôi có được mua bảo hiểm tai nạn lao động không?"
latvsldq000187,Nếu tôi muốn mua bảo hiểm tai nạn lao động tự nguyện thì tôi cần làm gì?
latvsldq000188,Ông B làm thợ hồ tự do bị tai nạn trong lúc xây nhà. Ông ấy có được hưởng quyền lợi gì từ bảo hiểm tai nạn lao động không nếu ông ấy có tham gia bảo hiểm tự nguyện?
latvsldq000189,Bảo hiểm tai nạn lao động tự nguyện khác gì so với bảo hiểm tai nạn lao động bắt buộc?
latvsldq000190,Luật quy định như thế nào về việc Chính phủ hỗ trợ tiền đóng bảo hiểm tai nạn lao động tự nguyện?
latvsldq000191,"Tôi làm việc tự do, không ký hợp đồng với ai cả. Nếu tôi thấy chỗ làm việc không an toàn, tôi có quyền phàn nàn không?"
latvsldq000192,"Nếu tôi muốn tố cáo về việc ông chủ không trang bị bảo hộ lao động cho người làm, tôi nên làm theo các bước nào?"
latvsldq000193,"Anh A làm thợ hồ tự do. Trong lúc làm việc, anh bị ngã giàn giáo do giàn không chắc chắn. Anh A muốn kiện chủ nhà để đòi bồi thường. Anh có quyền làm vậy không?"
latvsldq000194,Vậy 'người lao động không theo hợp đồng lao động' được hiểu là những ai?
latvsldq000195,Điều luật nào cho phép người lao động tự do được quyền khiếu nại về an toàn lao động?
latvsldq000196,"Nếu tôi làm việc tự do, không ký hợp đồng với ai, thì tôi có cần quan tâm đến an toàn lao động không?"
latvsldq000197,"Tôi là thợ hồ tự do, vậy tôi cần làm gì để đảm bảo an toàn lao động?"
latvsldq000198,"Anh T là xe ôm công nghệ, trong lúc chở khách đã gây tai nạn do xe không đảm bảo an toàn. Anh T có bị xử lý gì không?"
latvsldq000199,"Thế nào là 'chịu trách nhiệm về an toàn, vệ sinh lao động' đối với lao động tự do?"
latvsldq000200,Luật nào quy định về trách nhiệm an toàn lao động của người lao động không có hợp đồng?
latvsldq000201,"Nếu tôi làm việc tự do, không ký hợp đồng với ai, tôi có cần quan tâm đến an toàn lao động không?"
latvsldq000202,"Tôi là thợ hồ tự do, vậy tôi cần làm gì để đảm bảo an toàn cho 'những người liên quan'?"
latvsldq000203,"Anh A là thợ điện tự do, trong lúc sửa điện cho nhà chị B, anh bất cẩn làm rơi dụng cụ xuống gây thương tích cho người đi đường. Anh A có vi phạm gì không?"
latvsldq000204,Cụm từ 'những người có liên quan trong quá trình lao động' nên được hiểu như thế nào?
latvsldq000205,Luật quy định nghĩa vụ đảm bảo an toàn lao động của người lao động không có hợp đồng lao động ở đâu?
latvsldq000206,"Nếu tôi làm việc tự do và thấy một công trình xây dựng gần nhà không đảm bảo an toàn, tôi có bắt buộc phải báo cho ai đó không?"
latvsldq000207,Tôi nên báo cáo vấn đề mất an toàn lao động cho chính quyền địa phương bằng cách nào?
latvsldq000208,"Anh T làm nghề lái xe ôm, thường xuyên thấy một quán ăn vỉa hè sử dụng bình gas mini không an toàn. Anh T có trách nhiệm gì trong trường hợp này?"
latvsldq000209,Thế nào là 'người lao động làm việc không theo hợp đồng lao động' trong trường hợp này?
latvsldq000210,Luật quy định nghĩa vụ của người lao động tự do về an toàn lao động được nêu cụ thể ở đâu?
latvsldq000211,"Tôi là công chức, tôi có quyền từ chối làm việc nếu thấy không an toàn không?"
latvsldq000212,"Tôi là người lao động, tôi có những nghĩa vụ gì liên quan đến an toàn lao động?"
latvsldq000213,"Anh A là nhân viên văn phòng. Công ty yêu cầu anh A phải làm thêm giờ liên tục mà không trang bị đầy đủ thiết bị bảo hộ, dù anh đã nhiều lần kiến nghị. Anh A có vi phạm gì không?"
latvsldq000214,"Thế nào là quyền về an toàn, vệ sinh lao động của người lao động?"
latvsldq000215,"Điều luật nào quy định cán bộ, công chức có quyền và nghĩa vụ về an toàn lao động?"
latvsldq000216,Người đang học việc tại một công ty có được hưởng các quyền lợi về an toàn lao động giống như nhân viên chính thức không?
latvsldq000217,"Tôi là người học nghề, tôi cần làm gì để đảm bảo an toàn cho mình tại nơi làm việc?"
latvsldq000218,"Anh T là người đang tập nghề tiện gỗ. Trong quá trình làm việc, anh không được trang bị kính bảo hộ nên bị mù một mắt do mùn gỗ bắn vào. Ai phải chịu trách nhiệm?"
latvsldq000219,"Thế nào là 'nghĩa vụ về an toàn, vệ sinh lao động' của người học nghề?"
latvsldq000220,"Luật quy định quyền lợi về an toàn, vệ sinh lao động của người học nghề như thế nào?"
latvsldq000221,Người lao động nước ngoài làm việc ở Việt Nam có được hưởng các quyền lợi về an toàn lao động giống như người Việt không?
latvsldq000222,"Nếu tôi là người nước ngoài làm việc tại Việt Nam, tôi cần làm gì để đảm bảo an toàn lao động cho bản thân?"
