question_id,question
lbvqlntdq000029,Thế nào là 'có liên quan đến bảo vệ quyền lợi người tiêu dùng' theo điều luật này?
lbvqlntdq000030,Điều luật nào quy định về đối tượng áp dụng của Luật Bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000031,"Nếu tôi mua một sản phẩm cho mục đích kinh doanh, tôi có được coi là người tiêu dùng theo luật này không?"
lbvqlntdq000032,Luật này giải thích như thế nào về hàng hóa và dịch vụ?
lbvqlntdq000033,Một công ty quảng cáo sai sự thật về sản phẩm của mình. Hành vi này có vi phạm Luật Bảo vệ quyền lợi người tiêu dùng không?
lbvqlntdq000034,"Thế nào là 'giao dịch giữa người tiêu dùng và tổ chức, cá nhân kinh doanh' theo luật này?"
lbvqlntdq000035,Luật này định nghĩa về 'người tiêu dùng' như thế nào?
lbvqlntdq000036,Một công ty mua văn phòng phẩm cho nhân viên sử dụng có được coi là người tiêu dùng theo luật không?
lbvqlntdq000037,Những yếu tố nào giúp xác định một cá nhân là người tiêu dùng theo luật?
lbvqlntdq000038,"Ông A mua một chiếc xe máy để chạy xe ôm công nghệ. Nếu xe bị lỗi, ông A có được bảo vệ theo Luật Bảo vệ quyền lợi người tiêu dùng không?"
lbvqlntdq000039,Thế nào là 'mục đích thương mại' trong định nghĩa về người tiêu dùng?
lbvqlntdq000040,Điều khoản nào trong Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa về người tiêu dùng?
lbvqlntdq000041,"Một người bán hàng online không thường xuyên, chỉ bán khi có thời gian rảnh có được xem là 'tổ chức, cá nhân kinh doanh' theo luật này không?"
lbvqlntdq000042,"Những yếu tố nào giúp xác định một đối tượng là 'tổ chức, cá nhân kinh doanh' theo Luật Bảo vệ quyền lợi người tiêu dùng?"
lbvqlntdq000043,"Một người nông dân trồng rau và bán trực tiếp cho người tiêu dùng tại chợ, liệu có được xem là 'tổ chức, cá nhân kinh doanh' theo luật này không?"
lbvqlntdq000044,"Thế nào là 'mục đích sinh lợi' trong định nghĩa về 'tổ chức, cá nhân kinh doanh'?"
lbvqlntdq000045,"Điều luật nào định nghĩa về 'tổ chức, cá nhân kinh doanh' trong Luật Bảo vệ quyền lợi người tiêu dùng?"
lbvqlntdq000046,Một người bán hàng rong có được coi là 'cá nhân kinh doanh' theo luật này không?
lbvqlntdq000047,Những yếu tố nào giúp xác định một cá nhân có phải là 'cá nhân kinh doanh' theo Luật Bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000048,"Một kỹ sư phần mềm làm việc toàn thời gian cho một công ty và buổi tối nhận thêm dự án freelance. Dự án đó có lỗi gây thiệt hại cho khách hàng, kỹ sư này có được coi là 'cá nhân kinh doanh' trong trường hợp này không?"
lbvqlntdq000049,"Thế nào là 'mục đích sinh lợi' khi nói về tổ chức, cá nhân kinh doanh?"
lbvqlntdq000050,"Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa như thế nào về 'Tổ chức, cá nhân kinh doanh'?"
lbvqlntdq000051,"Nếu một công ty thu thập thông tin về sở thích mua sắm của khách hàng, thông tin này có được coi là 'thông tin của người tiêu dùng' theo luật không?"
lbvqlntdq000052,Những loại thông tin nào được xem là 'thông tin của người tiêu dùng' theo quy định của pháp luật?
lbvqlntdq000053,Một siêu thị bán thông tin cá nhân của khách hàng cho bên thứ ba để quảng cáo mà không có sự đồng ý của khách hàng. Hành động này có vi phạm pháp luật không?
lbvqlntdq000054,Vậy 'thông tin cá nhân của người tiêu dùng' được hiểu cụ thể là những gì?
lbvqlntdq000055,Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa về 'thông tin của người tiêu dùng' như thế nào?
lbvqlntdq000056,Một sản phẩm đạt chuẩn nhưng vẫn có thể bị coi là có khuyết tật nếu gây nguy hiểm cho người dùng?
lbvqlntdq000057,Làm thế nào để xác định một sản phẩm sản xuất hàng loạt có khuyết tật?
lbvqlntdq000058,"Một công ty sản xuất đồ chơi trẻ em, dù sản phẩm đã được kiểm định và đạt chuẩn, nhưng sau khi bán ra thị trường, nhiều trẻ em bị dị ứng với chất liệu nhựa của đồ chơi. Liệu sản phẩm này có được coi là sản phẩm có khuyết tật không?"
lbvqlntdq000059,"Thế nào là 'sản phẩm, hàng hóa có khuyết tật' theo Luật Bảo vệ quyền lợi người tiêu dùng?"
lbvqlntdq000060,"Điều luật nào định nghĩa về sản phẩm, hàng hóa có khuyết tật?"
lbvqlntdq000061,"Một chiếc xe máy mới mua, đi được vài ngày thì bị lỗi động cơ nhưng vẫn đúng tiêu chuẩn kỹ thuật, có được coi là hàng hóa có khuyết tật không?"
lbvqlntdq000062,Làm sao để biết một sản phẩm được coi là có 'khả năng gây thiệt hại' cho người tiêu dùng?
lbvqlntdq000063,"Một lô sữa bột sản xuất đúng quy trình, đạt tiêu chuẩn nhưng sau khi đến tay người tiêu dùng thì phát hiện bị nhiễm khuẩn do quá trình vận chuyển. Trường hợp này có coi là sản phẩm có khuyết tật không?"
lbvqlntdq000064,"Thế nào là 'sản phẩm, hàng hóa không bảo đảm an toàn cho người tiêu dùng' theo luật?"
lbvqlntdq000065,"Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa thế nào về sản phẩm, hàng hóa có khuyết tật?"
lbvqlntdq000066,Một chiếc điện thoại mới mua nhưng tự nhiên phát nổ gây bỏng cho người dùng thì có được coi là hàng hóa có khuyết tật không?
lbvqlntdq000067,Làm sao để biết một sản phẩm tiềm ẩn nguy cơ gây mất an toàn được coi là có khuyết tật?
lbvqlntdq000068,"Một công ty sản xuất đồ chơi trẻ em, sản phẩm làm từ nhựa có chứa chất độc hại nhưng không công bố thông tin này. Khi trẻ em sử dụng bị ngộ độc, công ty có vi phạm không?"
lbvqlntdq000069,"Thế nào là 'sản phẩm, hàng hóa có khuyết tật' theo Luật Bảo vệ quyền lợi người tiêu dùng?"
lbvqlntdq000070,Luật quy định như thế nào về việc sản phẩm không có cảnh báo đầy đủ?
lbvqlntdq000071,"Nếu tôi mua hàng qua điện thoại và không được xem trực tiếp sản phẩm trước khi mua, đó có được coi là giao dịch từ xa không?"
lbvqlntdq000072,Những yếu tố nào giúp xác định một giao dịch có phải là giao dịch từ xa theo luật?
lbvqlntdq000073,"Một công ty bán quần áo online, họ đăng ảnh và mô tả chi tiết sản phẩm trên website. Khách hàng đặt mua nhưng khi nhận hàng thì chất liệu và màu sắc khác so với mô tả. Công ty này có vi phạm quy định về giao dịch từ xa không?"
lbvqlntdq000074,Bản chất của 'giao dịch từ xa' là gì?
lbvqlntdq000075,Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa 'giao dịch từ xa' như thế nào?
lbvqlntdq000076,Một hợp đồng cung cấp dịch vụ kéo dài 2 tháng có được coi là 'cung cấp dịch vụ liên tục' không?
lbvqlntdq000077,Làm thế nào để xác định một dịch vụ là 'cung cấp dịch vụ liên tục' theo luật?
lbvqlntdq000078,Một công ty cung cấp dịch vụ bảo trì máy tính hàng tháng với hợp đồng ký 6 tháng một lần. Hợp đồng này có vi phạm quy định về 'cung cấp dịch vụ liên tục' nếu công ty tự ý ngừng cung cấp dịch vụ sau 2 tháng không?
lbvqlntdq000079,Bản chất pháp lý của khái niệm 'cung cấp dịch vụ liên tục' là gì?
lbvqlntdq000080,Điều khoản nào trong Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa về 'cung cấp dịch vụ liên tục'?
lbvqlntdq000081,"Nếu một công ty chỉ bán hàng online qua website, có được coi là bán hàng trực tiếp không?"
lbvqlntdq000082,Làm thế nào để phân biệt 'bán hàng trực tiếp' và 'bán hàng tận cửa'?
lbvqlntdq000083,Một nhân viên đến nhà một người để chào bán sản phẩm bảo hiểm nhưng người này không muốn mua. Nhân viên đó nán lại thuyết phục và gây khó chịu. Hành vi này có vi phạm quy định về bán hàng không?
lbvqlntdq000084,Bản chất pháp lý của 'bán hàng tận cửa' là gì?
lbvqlntdq000085,Luật quy định thế nào về địa điểm của hoạt động 'bán hàng tận cửa'?
lbvqlntdq000086,Nếu một công ty chỉ bán hàng online qua website của mình thì có được coi là bán hàng trực tiếp không?
lbvqlntdq000087,Làm thế nào để phân biệt một công ty bán hàng đa cấp hợp pháp với một hình thức lừa đảo Ponzi?
lbvqlntdq000088,"Một người tham gia vào mạng lưới bán hàng đa cấp, mua một lượng lớn sản phẩm để đạt doanh số và được hưởng hoa hồng cao hơn. Sau đó, người này không bán được hàng và muốn trả lại sản phẩm cho công ty. Công ty từ chối nhận lại hàng với lý do người này đã tự nguyện mua. Hành vi này có vi phạm không?"
lbvqlntdq000089,Bản chất của 'mạng lưới cá nhân tham gia' trong bán hàng đa cấp là gì?
lbvqlntdq000090,Luật quy định như thế nào về việc cá nhân tham gia bán hàng đa cấp được hưởng lợi ích kinh tế?
lbvqlntdq000091,Nếu một công ty chỉ bán hàng online qua website thì có được xem là bán hàng trực tiếp không?
lbvqlntdq000092,Những hình thức nào được coi là 'bán hàng trực tiếp' theo luật?
lbvqlntdq000093,Một nhóm sinh viên tự tổ chức bán đồ ăn vặt tự làm tại công viên vào cuối tuần. Đây có phải là 'Bán hàng không tại địa điểm giao dịch thường xuyên' không?
lbvqlntdq000094,'Địa điểm giao dịch thường xuyên' trong định nghĩa 'Bán hàng không tại địa điểm giao dịch thường xuyên' được hiểu là gì?
lbvqlntdq000095,Luật định nghĩa thế nào về 'Bán hàng trực tiếp'?
lbvqlntdq000096,Một người mua hàng qua điện thoại có được coi là tham gia vào một giao dịch đặc thù theo luật không?
lbvqlntdq000097,Những loại hình giao dịch nào được coi là 'cung cấp dịch vụ liên tục' và chịu sự điều chỉnh của Luật Bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000098,Một công ty bán hàng đa cấp đến nhà một người để giới thiệu sản phẩm và thuyết phục mua hàng. Đây có phải là giao dịch đặc thù không?
lbvqlntdq000099,Thế nào là 'giao dịch từ xa' trong Luật Bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000100,Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa 'giao dịch đặc thù' bao gồm những loại giao dịch nào?
lbvqlntdq000101,"Một người nổi tiếng trên mạng xã hội, thường xuyên quảng cáo sản phẩm, có tự động được coi là 'người có ảnh hưởng' theo luật này không?"
lbvqlntdq000102,Chính phủ sẽ quy định những tiêu chí nào để xác định một người là 'người có ảnh hưởng'?
lbvqlntdq000103,Một bác sĩ có tiếng quảng cáo thực phẩm chức năng không rõ nguồn gốc. Hành vi này có vi phạm luật bảo vệ người tiêu dùng không?
lbvqlntdq000104,Thế nào là 'người có uy tín' trong định nghĩa về 'người có ảnh hưởng'?
lbvqlntdq000105,Điều nào trong Luật Bảo vệ quyền lợi người tiêu dùng trực tiếp định nghĩa về người có ảnh hưởng?
lbvqlntdq000106,Một công ty chỉ chú trọng đến lợi nhuận mà không quan tâm đến tác động môi trường thì có được coi là tiêu dùng bền vững không?
lbvqlntdq000107,Làm thế nào để người tiêu dùng có thể thực hiện tiêu dùng bền vững?
lbvqlntdq000108,Một nhà hàng sử dụng toàn bộ bát đĩa nhựa dùng một lần để tiết kiệm chi phí rửa bát có vi phạm tiêu chí tiêu dùng bền vững không?
lbvqlntdq000109,Bản chất của 'tiêu dùng bền vững' là gì?
lbvqlntdq000110,Luật Bảo vệ quyền lợi người tiêu dùng định nghĩa như thế nào về 'tiêu dùng bền vững'?
lbvqlntdq000111,"Nếu tôi mua một sản phẩm kém chất lượng gây ảnh hưởng đến sức khỏe, tôi có quyền được bảo vệ không?"
lbvqlntdq000112,Tôi có những quyền gì khi mua hàng online?
lbvqlntdq000113,"Một cửa hàng bán thực phẩm chức năng quảng cáo sai sự thật về công dụng của sản phẩm, gây thiệt hại về sức khỏe cho người mua. Người mua có thể làm gì?"
lbvqlntdq000114,Thế nào là 'quyền lợi hợp pháp khác' của người tiêu dùng?
lbvqlntdq000115,"Luật quy định người tiêu dùng có quyền được bảo vệ những gì khi sử dụng sản phẩm, hàng hóa, dịch vụ?"
lbvqlntdq000116,"Khi mua hàng online, người mua có quyền yêu cầu người bán cung cấp hóa đơn điện tử không?"
lbvqlntdq000117,Người tiêu dùng nên làm gì để đảm bảo quyền được cung cấp thông tin khi mua hàng?
lbvqlntdq000118,Một cửa hàng bán điện thoại di động quảng cáo sai sự thật về dung lượng pin của sản phẩm. Người tiêu dùng mua phải sản phẩm này có thể khiếu nại không?
lbvqlntdq000119,"Thế nào là 'thông tin kịp thời, chính xác, đầy đủ' mà người tiêu dùng có quyền được biết?"
lbvqlntdq000120,Luật Bảo vệ quyền lợi người tiêu dùng quy định người tiêu dùng có quyền được cung cấp những loại giấy tờ nào liên quan đến giao dịch?
lbvqlntdq000121,Người mua có quyền từ chối mua hàng sau khi đã xem xét kỹ sản phẩm không?
lbvqlntdq000122,"Khi đi mua hàng, người tiêu dùng có những quyền gì liên quan đến việc lựa chọn?"
lbvqlntdq000123,Một cửa hàng quảng cáo sai sự thật về chất lượng sản phẩm để lôi kéo khách hàng. Khách hàng sau khi mua phát hiện sản phẩm không đúng như quảng cáo. Khách hàng có vi phạm gì không?
lbvqlntdq000124,Thế nào là 'thỏa thuận các nội dung giao dịch' theo luật bảo vệ người tiêu dùng?
lbvqlntdq000125,"Điều luật nào quy định người tiêu dùng có quyền được cung cấp sản phẩm, hàng hóa, dịch vụ đúng với nội dung đã giao kết?"
lbvqlntdq000126,Người mua có quyền chê sản phẩm của cửa hàng không?
lbvqlntdq000127,Tôi có thể thực hiện quyền góp ý của mình như thế nào?
lbvqlntdq000128,"Một khách hàng đăng lên mạng xã hội nói xấu một nhà hàng vì đồ ăn dở, nhà hàng kiện người này vì tội vu khống. Việc này có đúng không?"
lbvqlntdq000129,Thế nào là 'phong cách phục vụ' mà người tiêu dùng có quyền góp ý?
lbvqlntdq000130,Điều luật nào quy định về quyền góp ý của người tiêu dùng?
lbvqlntdq000131,"Nếu mua phải một chiếc điện thoại quảng cáo là chống nước nhưng thực tế lại bị hỏng khi nhúng vào nước, người mua có quyền yêu cầu bồi thường không?"
lbvqlntdq000132,Người tiêu dùng cần làm gì để yêu cầu bồi thường khi mua phải hàng hóa kém chất lượng?
lbvqlntdq000133,Một nhà hàng quảng cáo 'tôm sú tươi sống' nhưng thực tế lại sử dụng tôm đông lạnh để chế biến món ăn. Khách hàng phát hiện và yêu cầu bồi thường. Hành vi này có vi phạm không?
lbvqlntdq000134,"Thế nào là 'sản phẩm, hàng hóa có khuyết tật' theo luật?"
lbvqlntdq000135,Điều luật nào quy định về quyền yêu cầu bồi thường khi hàng hóa không phù hợp với tiêu chuẩn kỹ thuật?
lbvqlntdq000136,Người dân bình thường có quyền góp ý vào các dự thảo luật về bảo vệ người tiêu dùng không?
lbvqlntdq000137,Người tiêu dùng có thể tham gia đóng góp ý kiến xây dựng luật bảo vệ quyền lợi người tiêu dùng bằng cách nào?
lbvqlntdq000138,Một nhóm người tiêu dùng phát hiện ra một điều khoản bất hợp lý trong dự thảo luật bảo vệ người tiêu dùng. Họ muốn kiến nghị sửa đổi điều khoản đó. Họ có quyền làm như vậy không?
lbvqlntdq000139,"Thế nào là 'tham gia xây dựng chính sách, pháp luật về bảo vệ quyền lợi người tiêu dùng'?"
lbvqlntdq000140,Điều khoản nào của Luật Bảo vệ quyền lợi người tiêu dùng khẳng định quyền tham gia xây dựng pháp luật của người tiêu dùng?
lbvqlntdq000141,"Nếu mua phải hàng kém chất lượng, người tiêu dùng có quyền yêu cầu bồi thường thiệt hại không?"
lbvqlntdq000142,Người tiêu dùng có thể thực hiện quyền khiếu nại của mình bằng những cách nào?
lbvqlntdq000143,"Một công ty quảng cáo sai sự thật về sản phẩm, gây thiệt hại cho nhiều người tiêu dùng. Vậy người tiêu dùng có thể làm gì?"
lbvqlntdq000144,Thế nào là 'tổ chức xã hội khởi kiện' trong bối cảnh bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000145,Điều luật nào quy định về quyền khởi kiện của người tiêu dùng?
lbvqlntdq000146,"Nếu tôi mua một sản phẩm nhưng không biết cách sử dụng, tôi có quyền yêu cầu người bán hướng dẫn không?"
lbvqlntdq000147,Tôi có thể tìm kiếm sự tư vấn và hỗ trợ về kiến thức tiêu dùng ở đâu?
lbvqlntdq000148,Một công ty bán khóa học online nhưng quảng cáo sai sự thật về nội dung. Người mua có thể yêu cầu công ty này phải tư vấn lại cho đúng không?
lbvqlntdq000149,Thế nào là 'kỹ năng tiêu dùng' được nhắc đến trong luật này?
lbvqlntdq000150,Điều luật nào quy định người tiêu dùng có quyền được tư vấn về kiến thức tiêu dùng?
lbvqlntdq000151,Người tiêu dùng có quyền yêu cầu các sản phẩm mình mua phải thân thiện với môi trường không?
lbvqlntdq000152,Môi trường tiêu dùng 'lành mạnh và bền vững' được hiểu cụ thể là như thế nào?
lbvqlntdq000153,"Một công ty quảng cáo sản phẩm kem dưỡng da chứa hóa chất độc hại nhưng lại gắn mác 'sản phẩm xanh, thân thiện môi trường'. Người tiêu dùng có thể làm gì?"
lbvqlntdq000154,Thế nào là 'môi trường tiêu dùng bền vững'?
lbvqlntdq000155,Điều luật nào khẳng định người tiêu dùng có quyền được tạo điều kiện lựa chọn môi trường tiêu dùng lành mạnh và bền vững?
lbvqlntdq000156,"Nếu tôi sử dụng dịch vụ công mà bị thiệt hại, tôi có được pháp luật bảo vệ không?"
lbvqlntdq000157,"Khi sử dụng dịch vụ công, người tiêu dùng được bảo vệ như thế nào?"
lbvqlntdq000158,Một người dân sử dụng dịch vụ xe buýt công cộng nhưng bị nhà xe thu quá giá vé quy định. Hành vi này có vi phạm quyền lợi người tiêu dùng không?
lbvqlntdq000159,Thế nào là 'dịch vụ công' trong ngữ cảnh bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000160,Điều luật nào khẳng định người tiêu dùng được bảo vệ khi sử dụng dịch vụ công?
lbvqlntdq000161,"Nếu một quyền lợi của người tiêu dùng không được liệt kê cụ thể trong Luật Bảo vệ quyền lợi người tiêu dùng, thì người tiêu dùng đó có được bảo vệ quyền lợi đó không?"
lbvqlntdq000162,Luật bảo vệ người tiêu dùng có những điều khoản chung nào?
lbvqlntdq000163,Một cửa hàng bán điện thoại di động quảng cáo sai sự thật về tính năng của sản phẩm. Người mua phát hiện ra và muốn khiếu nại. Việc này có được Luật Bảo vệ quyền lợi người tiêu dùng bảo vệ không?
lbvqlntdq000164,"Theo luật này, 'quyền của người tiêu dùng' được hiểu như thế nào?"
lbvqlntdq000165,Điều luật nào trong Luật Bảo vệ quyền lợi người tiêu dùng đề cập đến các quyền khác của người tiêu dùng ngoài những quyền đã được liệt kê cụ thể?
lbvqlntdq000166,"Khi mua hàng online, người tiêu dùng có bắt buộc phải kiểm tra hàng trước khi thanh toán không?"
lbvqlntdq000167,"Người tiêu dùng cần làm gì để thực hiện nghĩa vụ 'lựa chọn tiêu dùng sản phẩm, hàng hóa có nguồn gốc, xuất xứ rõ ràng'?"
lbvqlntdq000168,"Chị A mua một chiếc điện thoại online, khi nhận hàng thấy hộp bị móp méo nhưng vì tin tưởng người bán nên không kiểm tra. Sau đó phát hiện điện thoại bị hỏng. Chị A có thể khiếu nại người bán không?"
lbvqlntdq000169,"Thế nào là 'nguồn gốc, xuất xứ rõ ràng' của hàng hóa?"
lbvqlntdq000170,Luật Bảo vệ quyền lợi người tiêu dùng quy định người tiêu dùng có những nghĩa vụ cụ thể nào khi mua hàng?
lbvqlntdq000171,Một người tiêu dùng có quyền mua bán hàng hóa mà pháp luật cấm không?
lbvqlntdq000172,Người tiêu dùng cần tuân thủ những nguyên tắc nào khi mua và sử dụng sản phẩm để không vi phạm quy định về bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000173,"Một nhóm bạn trẻ tổ chức ăn nhậu, sử dụng ma túy tại nhà riêng. Hành vi này có vi phạm Luật Bảo vệ quyền lợi người tiêu dùng không?"
lbvqlntdq000174,Thế nào là 'tiêu dùng không trái với thuần phong mỹ tục và đạo đức xã hội' theo quy định của Luật Bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000175,"Điều khoản nào trong Luật Bảo vệ quyền lợi người tiêu dùng quy định về nghĩa vụ của người tiêu dùng liên quan đến lợi ích quốc gia, dân tộc?"
lbvqlntdq000176,"Nếu tôi mua một chiếc tủ lạnh, tôi có bắt buộc phải làm theo hướng dẫn sử dụng của nhà sản xuất không?"
lbvqlntdq000177,Người tiêu dùng cần làm gì để tuân thủ quy định về tiêu dùng bền vững?
lbvqlntdq000178,"Một người mua xe máy, tự ý thay đổi kết cấu xe làm tăng khí thải gây ô nhiễm. Hành vi này có vi phạm Luật Bảo vệ quyền lợi người tiêu dùng không?"
lbvqlntdq000179,Thế nào là 'điều kiện bảo quản' sản phẩm mà người tiêu dùng phải tuân thủ?
lbvqlntdq000180,Luật Bảo vệ quyền lợi người tiêu dùng quy định nghĩa vụ của người tiêu dùng về bảo vệ môi trường như thế nào?
lbvqlntdq000181,"Nếu tôi nghi ngờ một sản phẩm có thể gây hại nhưng chưa chắc chắn, tôi có phải báo cho cơ quan chức năng không?"
lbvqlntdq000182,"Khi phát hiện hàng hóa kém chất lượng, tôi cần thông báo cho ai và cung cấp những thông tin gì?"
lbvqlntdq000183,Một cửa hàng bán thực phẩm chức năng quảng cáo sai sự thật về công dụng. Người tiêu dùng biết rõ điều này nhưng im lặng vì nghĩ 'không liên quan đến mình'. Hành vi này có vi phạm Luật Bảo vệ quyền lợi người tiêu dùng không?
lbvqlntdq000184,"Thế nào là 'sản phẩm, hàng hóa, dịch vụ lưu hành trên thị trường không bảo đảm an toàn' theo luật?"
lbvqlntdq000185,Luật Bảo vệ quyền lợi người tiêu dùng quy định người tiêu dùng phải thông tin cho những đối tượng nào khi phát hiện vi phạm?
lbvqlntdq000186,Nếu người mua hàng cung cấp sai địa chỉ giao hàng thì có bị coi là vi phạm nghĩa vụ không?
lbvqlntdq000187,Người tiêu dùng cần cung cấp thông tin gì để không vi phạm nghĩa vụ theo luật?
lbvqlntdq000188,Một người mua hàng online khai gian tuổi để được mua sản phẩm dành cho người lớn. Hành vi này có vi phạm luật không?
lbvqlntdq000189,Thế nào là 'thông tin liên quan đến giao dịch' mà người tiêu dùng phải cung cấp?
lbvqlntdq000190,Luật Bảo vệ quyền lợi người tiêu dùng quy định cụ thể ra sao về trách nhiệm của người tiêu dùng khi cung cấp thông tin sai?
lbvqlntdq000191,"Ngoài những nghĩa vụ được liệt kê cụ thể trong Luật Bảo vệ quyền lợi người tiêu dùng, người tiêu dùng còn có nghĩa vụ nào khác không?"
lbvqlntdq000192,Người tiêu dùng cần làm gì để thực hiện đúng 'nghĩa vụ khác theo quy định của pháp luật'?
lbvqlntdq000193,"Một người mua hàng online nhưng cố tình khai sai thông tin cá nhân để trốn tránh trách nhiệm bảo hành, người này có vi phạm nghĩa vụ không?"
lbvqlntdq000194,Thế nào là 'nghĩa vụ theo quy định của pháp luật' trong bối cảnh bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000195,Điều 5 Luật Bảo vệ quyền lợi người tiêu dùng quy định cụ thể về nghĩa vụ khác của người tiêu dùng như thế nào?
lbvqlntdq000196,Chỉ có các cơ quan nhà nước mới có trách nhiệm bảo vệ quyền lợi của người tiêu dùng đúng không?
lbvqlntdq000197,Một người dân bình thường có thể làm gì để góp phần bảo vệ quyền lợi người tiêu dùng?
lbvqlntdq000198,Một công ty sản xuất thực phẩm quảng cáo sai sự thật về sản phẩm của mình. Ai phải chịu trách nhiệm?
lbvqlntdq000199,Thế nào là 'bảo vệ quyền lợi người tiêu dùng'?
lbvqlntdq000200,Điều luật nào khẳng định trách nhiệm bảo vệ người tiêu dùng là của toàn xã hội?
lbvqlntdq000201,"Nếu một công ty vi phạm quyền lợi của khách hàng, liệu luật này có bảo vệ khách hàng đó không?"
lbvqlntdq000202,Làm thế nào để quyền lợi người tiêu dùng được bảo vệ theo nguyên tắc này?
