question_id,question
hpq000027,Đảng Cộng sản Việt Nam thực hiện vai trò lãnh đạo Nhà nước và xã hội bằng những phương thức nào?
hpq000028,Một nhóm người tự thành lập một tổ chức chính trị đối lập với Đảng Cộng sản Việt Nam. Hành động này có hợp pháp không?
hpq000029,Chủ nghĩa Mác-Lênin và tư tưởng Hồ Chí Minh được hiểu như thế nào trong vai trò là nền tảng tư tưởng của Đảng?
hpq000030,Điều 4 Hiến pháp quy định như thế nào về vai trò của Đảng Cộng sản Việt Nam đối với các giai cấp và dân tộc?
hpq000031,Đảng Cộng sản Việt Nam có phải chịu sự giám sát của người dân không?
hpq000032,Người dân có những cách nào để giám sát hoạt động của Đảng Cộng sản Việt Nam?
hpq000033,"Nếu một quyết định của Đảng ủy xã gây ảnh hưởng tiêu cực đến đời sống của người dân, người dân có quyền khiếu nại không?"
hpq000034,Thế nào là 'Đảng Cộng sản Việt Nam gắn bó mật thiết với Nhân dân'?
hpq000035,Điều 4 Hiến pháp 2013 quy định trách nhiệm của Đảng trước Nhân dân như thế nào?
hpq000036,Đảng viên Đảng Cộng sản Việt Nam có phải tuân thủ pháp luật như mọi công dân khác không?
hpq000037,Điều này có nghĩa là các hoạt động của Đảng phải tuân theo những nguyên tắc nào?
hpq000038,"Một chi bộ Đảng ra nghị quyết trái với quy định của Luật Đất đai, vậy nghị quyết này có hiệu lực thi hành không?"
hpq000039,Cụm từ 'khuôn khổ Hiến pháp và pháp luật' trong điều này nên được hiểu như thế nào?
hpq000040,Điều nào của Hiến pháp khẳng định vai trò lãnh đạo của Đảng nhưng vẫn yêu cầu tuân thủ pháp luật?
hpq000041,Hiến pháp có khẳng định Việt Nam là một quốc gia đa dân tộc không?
hpq000042,Điều này có nghĩa gì về mặt pháp lý đối với việc bảo vệ quyền của các dân tộc thiểu số?
hpq000043,Một nhóm người tự xưng là đại diện cho một dân tộc thiểu số đòi quyền thành lập một khu tự trị riêng biệt. Yêu cầu này có phù hợp với Hiến pháp không?
hpq000044,Thế nào là 'quốc gia thống nhất' trong bối cảnh Việt Nam?
hpq000045,Điều nào trong Hiến pháp khẳng định Việt Nam là quốc gia thống nhất?
hpq000046,"Ở Việt Nam, người dân tộc thiểu số có quyền lợi ngang bằng với người Kinh không?"
hpq000047,Nhà nước có trách nhiệm gì để đảm bảo sự bình đẳng giữa các dân tộc?
hpq000048,"Một công ty chỉ tuyển nhân viên là người Kinh và từ chối các ứng viên là người dân tộc thiểu số với lý do 'khó hòa nhập văn hóa', hành động này có vi phạm pháp luật không?"
hpq000049,Thế nào là 'hành vi kỳ thị dân tộc'?
hpq000050,Điều nào trong Hiến pháp nghiêm cấm hành vi chia rẽ dân tộc?
hpq000051,Người dân tộc thiểu số có được phép sử dụng tiếng mẹ đẻ của mình không?
hpq000052,Nhà nước có trách nhiệm gì trong việc bảo tồn văn hóa của các dân tộc thiểu số?
hpq000053,"Một trường học ở vùng dân tộc thiểu số chỉ dạy bằng tiếng Việt, không cho phép học sinh sử dụng tiếng mẹ đẻ. Điều này có vi phạm pháp luật không?"
hpq000054,Thế nào là 'bản sắc dân tộc' được nhắc đến trong điều luật?
hpq000055,Điều nào trong Hiến pháp khẳng định tiếng Việt là ngôn ngữ quốc gia?
hpq000056,Nhà nước có trách nhiệm hỗ trợ các dân tộc thiểu số phát triển kinh tế và văn hóa không?
hpq000057,Nhà nước tạo điều kiện cho các dân tộc thiểu số phát triển bằng những cách nào?
hpq000058,"Một doanh nghiệp khai thác tài nguyên trên địa bàn sinh sống của đồng bào dân tộc thiểu số, nhưng không quan tâm đến việc bảo vệ môi trường và văn hóa địa phương. Hành vi này có vi phạm quy định pháp luật không?"
hpq000059,Thế nào là 'phát huy nội lực' của các dân tộc thiểu số?
hpq000060,Điều nào của Hiến pháp quy định về chính sách phát triển cho các dân tộc thiểu số?
hpq000061,Người dân có thể trực tiếp tham gia vào việc thực hiện quyền lực nhà nước không?
hpq000062,Những hình thức nào được xem là dân chủ đại diện mà người dân sử dụng để thực hiện quyền lực nhà nước?
hpq000063,Một nhóm công dân tổ chức biểu tình trái phép để phản đối một dự án xây dựng của địa phương. Hành động này có phù hợp với quy định về thực hiện quyền lực nhà nước của nhân dân không?
hpq000064,Thế nào là 'dân chủ trực tiếp' trong việc thực hiện quyền lực nhà nước?
hpq000065,Điều 6 của Hiến pháp quy định nhân dân thực hiện quyền lực nhà nước thông qua những hình thức nào?
hpq000066,Người đang bị tạm giam có được đi bầu cử đại biểu Quốc hội không?
hpq000067,Nguyên tắc 'bình đẳng' trong bầu cử được thể hiện cụ thể như thế nào?
hpq000068,"Một người dùng tiền mua chuộc để người khác bỏ phiếu cho mình trong cuộc bầu cử đại biểu Hội đồng nhân dân cấp xã, hành vi này có vi phạm pháp luật không?"
hpq000069,Nguyên tắc 'bỏ phiếu kín' trong bầu cử nghĩa là gì?
hpq000070,Điều nào của Hiến pháp quy định về nguyên tắc bầu cử đại biểu Quốc hội và đại biểu Hội đồng nhân dân?
hpq000071,Đại biểu Quốc hội có thể bị mất chức nếu làm mất lòng tin của người dân không?
hpq000072,Ai có quyền bãi nhiệm đại biểu Hội đồng nhân dân và quy trình bãi nhiệm diễn ra như thế nào?
hpq000073,Một đại biểu Quốc hội bị phát hiện tham nhũng và bị dư luận lên án mạnh mẽ. Liệu đại biểu này có thể bị bãi nhiệm ngay lập tức không?
hpq000074,Thế nào là 'không còn xứng đáng với sự tín nhiệm của Nhân dân' trong trường hợp bãi nhiệm đại biểu?
hpq000075,Điều nào trong Hiến pháp quy định về việc bãi nhiệm đại biểu Hội đồng nhân dân?
hpq000076,Có phải mọi hoạt động của cơ quan nhà nước đều phải tuân thủ Hiến pháp?
hpq000077,Nguyên tắc 'tập trung dân chủ' được thể hiện trong hoạt động của Nhà nước như thế nào?
hpq000078,Một cán bộ xã tự ý thu thêm một khoản phí không có trong quy định của pháp luật. Hành vi này có vi phạm Hiến pháp không?
hpq000079,Thế nào là 'quản lý xã hội bằng Hiến pháp và pháp luật'?
hpq000080,Điều nào trong Hiến pháp khẳng định Nhà nước quản lý xã hội bằng Hiến pháp và pháp luật?
hpq000081,"Có phải mọi cán bộ, công chức, viên chức đều phải chịu sự giám sát của người dân?"
hpq000082,"Người dân có thể thực hiện quyền giám sát cán bộ, công chức, viên chức bằng những cách nào?"
hpq000083,"Một cán bộ xã bị người dân tố cáo vì thái độ hách dịch, cửa quyền khi giải quyết thủ tục hành chính. Hành vi này có vi phạm quy định của pháp luật không?"
hpq000084,Thế nào là 'tận tụy phục vụ Nhân dân' theo quy định của Hiến pháp?
hpq000085,"Điều nào của Hiến pháp quy định về trách nhiệm của cán bộ, công chức, viên chức trong việc đấu tranh chống tham nhũng, lãng phí?"
hpq000086,Mặt trận Tổ quốc Việt Nam có phải là một tổ chức do nhà nước thành lập không?
hpq000087,Mặt trận Tổ quốc Việt Nam thực hiện vai trò giám sát và phản biện xã hội như thế nào?
hpq000088,Một doanh nghiệp bị người dân phản ánh về hành vi gây ô nhiễm môi trường. Mặt trận Tổ quốc Việt Nam có thể can thiệp vào vụ việc này không?
hpq000089,Thế nào là 'cơ sở chính trị của chính quyền nhân dân' theo quy định về Mặt trận Tổ quốc Việt Nam?
hpq000090,Điều 9 Hiến pháp quy định Mặt trận Tổ quốc Việt Nam có những vai trò gì?
hpq000091,"Các tổ chức như Công đoàn, Đoàn Thanh niên có phải do Nhà nước thành lập không?"
hpq000092,Các tổ chức chính trị - xã hội phối hợp với Mặt trận Tổ quốc Việt Nam như thế nào?
hpq000093,Một nhóm công nhân muốn thành lập một tổ chức để bảo vệ quyền lợi của mình nhưng không muốn gia nhập Công đoàn Việt Nam. Họ có được phép không?
hpq000094,"Thế nào là 'quyền và lợi ích hợp pháp, chính đáng' của thành viên, hội viên mà các tổ chức chính trị - xã hội có trách nhiệm bảo vệ?"
hpq000095,Điều 9 Hiến pháp quy định các tổ chức chính trị - xã hội được thành lập dựa trên nguyên tắc nào?
hpq000096,Mặt trận Tổ quốc Việt Nam có được tự do hoạt động mà không cần tuân theo pháp luật không?
hpq000097,Nhà nước tạo điều kiện cho Mặt trận Tổ quốc Việt Nam và các tổ chức xã hội hoạt động như thế nào?
hpq000098,"Một tổ chức xã hội tự phát tổ chức các hoạt động đi ngược lại chủ trương, đường lối của Đảng và Nhà nước, thì có được bảo vệ theo quy định này không?"
hpq000099,Thế nào là 'khuôn khổ Hiến pháp và pháp luật' mà các tổ chức xã hội phải tuân thủ?
hpq000100,Điều nào trong Hiến pháp quy định về vai trò của Nhà nước đối với Mặt trận Tổ quốc Việt Nam?
hpq000101,Công đoàn Việt Nam có phải là một tổ chức do nhà nước thành lập?
hpq000102,Công đoàn tham gia quản lý nhà nước và kinh tế - xã hội như thế nào?
hpq000103,"Một doanh nghiệp không cho phép đại diện công đoàn cơ sở tham gia các cuộc họp bàn về kế hoạch sản xuất kinh doanh, có đúng luật không?"
hpq000104,"Thế nào là 'quyền, lợi ích hợp pháp, chính đáng' của người lao động mà Công đoàn có trách nhiệm bảo vệ?"
hpq000105,"Hiến pháp quy định như thế nào về vai trò của Công đoàn trong việc kiểm tra, thanh tra, giám sát?"
hpq000106,Người nước ngoài có được phép tự do khai thác tài nguyên tại các vùng biển thuộc chủ quyền Việt Nam?
hpq000107,Điều này có ý nghĩa gì trong việc bảo vệ biên giới quốc gia?
hpq000108,"Một nhóm người tự ý thành lập 'khu tự trị' trên một hòn đảo thuộc quần đảo Trường Sa, liệu hành động này có vi phạm pháp luật không?"
hpq000109,Cụm từ 'bất khả xâm phạm' trong điều luật này được hiểu như thế nào?
hpq000110,Điều nào trong Hiến pháp khẳng định chủ quyền của Việt Nam?
hpq000111,Một người công dân có hành vi nói xấu chế độ trên mạng xã hội thì có bị coi là vi phạm điều này không?
hpq000112,Những hành vi nào có thể bị coi là 'chống lại sự nghiệp xây dựng và bảo vệ Tổ quốc' theo quy định này?
hpq000113,"Một nhà báo đăng tải bài viết có nội dung xuyên tạc lịch sử, gây chia rẽ khối đại đoàn kết dân tộc. Hành vi này có vi phạm Điều 11 Hiến pháp không?"
hpq000114,Cụm từ 'toàn vẹn lãnh thổ' trong điều luật này được hiểu như thế nào?
hpq000115,Điều 11 Hiến pháp quy định như thế nào về các hành vi xâm phạm chủ quyền quốc gia?
hpq000116,Việt Nam có bắt buộc phải tuân thủ các điều ước quốc tế mà mình đã ký kết không?
hpq000117,"Việt Nam thực hiện đường lối đối ngoại 'đa phương hóa, đa dạng hóa' như thế nào?"
hpq000118,"Một tổ chức phi chính phủ nước ngoài tiến hành các hoạt động can thiệp vào công việc nội bộ của Việt Nam. Theo Hiến pháp, Việt Nam có quyền từ chối hợp tác với tổ chức này không?"
hpq000119,Thế nào là 'chủ động và tích cực hội nhập quốc tế' theo Hiến pháp?
hpq000120,Hiến pháp quy định như thế nào về việc tôn trọng chủ quyền và toàn vẹn lãnh thổ trong quan hệ đối ngoại?
hpq000121,Quốc kỳ Việt Nam có bắt buộc phải là hình chữ nhật không?
hpq000122,Tỉ lệ giữa chiều rộng và chiều dài của Quốc kỳ Việt Nam được quy định như thế nào?
hpq000123,"Một công ty in ấn tự ý thiết kế quốc kỳ có ngôi sao 6 cánh để quảng cáo sản phẩm, hành động này có vi phạm pháp luật không?"
hpq000124,Ý nghĩa của 'nền đỏ' trên Quốc kỳ Việt Nam là gì?
hpq000125,Điều 13 Hiến pháp quy định như thế nào về hình dáng của Quốc kỳ?
hpq000126,Quốc huy Việt Nam có hình vuông không?
hpq000127,Những thành phần nào tạo nên Quốc huy Việt Nam?
hpq000128,"Một công ty in ấn sử dụng hình ảnh Quốc huy với màu sắc bị sai lệch so với quy định (ví dụ, nền màu cam thay vì màu đỏ). Hành động này có vi phạm pháp luật không?"
hpq000129,Ý nghĩa của 'bánh xe răng' trong Quốc huy là gì?
hpq000130,Điều nào trong Hiến pháp mô tả về Quốc huy Việt Nam?
hpq000131,Bài hát 'Tiến quân ca' có phải là quốc ca duy nhất của Việt Nam không?
hpq000132,Khi nào thì bài 'Tiến quân ca' được sử dụng?
hpq000133,"Một nhóm bạn trẻ hát 'Tiến quân ca' trong một buổi sinh hoạt cộng đồng với thái độ thiếu nghiêm túc, có vi phạm pháp luật không?"
hpq000134,"Quốc ca, theo quy định của pháp luật Việt Nam, được hiểu như thế nào?"
hpq000135,Điều nào trong Hiến pháp khẳng định 'Tiến quân ca' là Quốc ca của Việt Nam?
hpq000136,Ngày Quốc khánh có phải là ngày nghỉ lễ chính thức của Việt Nam không?
hpq000137,Ý nghĩa của việc chọn ngày 2 tháng 9 là Quốc khánh?
hpq000138,"Một công ty nước ngoài muốn tổ chức sự kiện vào ngày 2 tháng 9 và quảng bá đó là 'Ngày thành lập Việt Nam', điều này có đúng không?"
hpq000139,Quốc khánh được hiểu là gì?
hpq000140,Điều nào của Hiến pháp khẳng định ngày Quốc khánh của Việt Nam?
hpq000141,"Theo Hiến pháp, thành phố Hồ Chí Minh có phải là thủ đô của Việt Nam không?"
hpq000142,"Nếu muốn thay đổi quy định về thủ đô của Việt Nam, cần phải làm gì?"
hpq000143,"Một tổ chức quốc tế muốn đặt trụ sở chính tại Việt Nam. Họ có thể tự do lựa chọn địa điểm, hay bắt buộc phải đặt tại Hà Nội?"
hpq000144,Khái niệm 'Thủ đô' trong Điều 13 Hiến pháp được hiểu như thế nào?
hpq000145,Điều khoản nào trong Hiến pháp quy định về thủ đô của Việt Nam?
hpq000146,"Ở Việt Nam, quyền con người có được bảo vệ không?"
hpq000147,Nhà nước đảm bảo quyền con người bằng những cách nào?
hpq000148,"Một người dân bị công an bắt giữ trái phép. Theo quy định này, người này có quyền khiếu nại không?"
hpq000149,Quyền công dân được hiểu như thế nào?
hpq000150,Điều 14 Hiến pháp quy định như thế nào về việc bảo đảm quyền?
hpq000151,Nhà nước có được tùy ý hạn chế các quyền tự do của người dân không?
hpq000152,Những yếu tố nào cần xem xét khi quyết định giới hạn một quyền của công dân?
hpq000153,Một nhóm người biểu tình ôn hòa phản đối dự án xây dựng gây ô nhiễm môi trường. Chính quyền địa phương giải tán biểu tình với lý do gây mất trật tự. Việc này có hợp lệ không?
hpq000154,Thế nào là 'quyền con người' được nhắc đến trong điều luật này?
hpq000155,Điều kiện để hạn chế quyền con người và quyền công dân được quy định như thế nào trong Hiến pháp?
hpq000156,Một người có thể chỉ hưởng quyền lợi mà không cần thực hiện bất kỳ nghĩa vụ nào đối với xã hội không?
hpq000157,Mối quan hệ giữa quyền và nghĩa vụ công dân được thể hiện cụ thể trong các lĩnh vực của đời sống như thế nào?
hpq000158,"Một người tự do ngôn luận trên mạng xã hội nhưng lại sử dụng ngôn từ xúc phạm, bôi nhọ người khác. Hành vi này có vi phạm pháp luật không?"
hpq000159,Thế nào là 'nghĩa vụ công dân' theo quy định của Hiến pháp?
hpq000160,Điều nào trong Hiến pháp thể hiện sự gắn kết giữa quyền và nghĩa vụ công dân?
hpq000161,Có phải chỉ công dân Việt Nam mới có nghĩa vụ tôn trọng quyền của người khác?
hpq000162,Tôi phải làm gì để thể hiện sự tôn trọng quyền của người khác trong cuộc sống hàng ngày?
hpq000163,"Một người viết bài trên mạng xã hội chỉ trích gay gắt một người nổi tiếng, sử dụng ngôn ngữ thô tục và xúc phạm. Hành vi này có vi phạm nghĩa vụ tôn trọng quyền của người khác không?"
hpq000164,Thế nào là 'quyền của người khác' theo nghĩa của điều luật này?
hpq000165,Điều nào trong Hiến pháp quy định về nghĩa vụ tôn trọng quyền của người khác?
hpq000166,Một người có thể từ chối thực hiện nghĩa vụ mà pháp luật quy định với lý do cá nhân không?
hpq000167,Những loại nghĩa vụ cơ bản nào mà công dân cần thực hiện đối với Nhà nước và xã hội?
hpq000168,"Một nhóm người biểu tình gây rối trật tự công cộng, cho rằng họ đang thực hiện quyền tự do ngôn luận. Hành vi này có vi phạm pháp luật không?"
hpq000169,Thế nào là 'nghĩa vụ đối với Nhà nước và xã hội' được nhắc đến trong điều luật?
hpq000170,Điều nào trong Hiến pháp quy định công dân có trách nhiệm thực hiện nghĩa vụ?
hpq000171,"Tôi có thể thực hiện quyền tự do ngôn luận một cách tuyệt đối, kể cả khi nó gây ảnh hưởng xấu đến uy tín quốc gia không?"
hpq000172,Làm thế nào để biết một hành vi thực hiện quyền của mình có xâm phạm lợi ích quốc gia hay không?
hpq000173,"Một nhóm người biểu tình phản đối chính sách của nhà nước, gây ùn tắc giao thông và ảnh hưởng đến hoạt động kinh doanh của người dân. Họ có vi phạm quy định tại Điều 15 Hiến pháp không?"
hpq000174,Thế nào là 'lợi ích hợp pháp của người khác' được đề cập trong điều luật này?
hpq000175,Điều 15 Hiến pháp 2013 quy định như thế nào về giới hạn của việc thực hiện quyền?
hpq000176,Một người có chức vụ cao trong nhà nước có được hưởng sự ưu tiên nào đó trước pháp luật so với người dân bình thường không?
hpq000177,Nguyên tắc bình đẳng trước pháp luật được thể hiện trong quá trình tố tụng như thế nào?
hpq000178,"Ông A, là con một cán bộ cấp cao, gây tai nạn giao thông và bị truy tố. Liệu tòa án có thể xử nhẹ hơn so với người khác có cùng hành vi phạm tội không?"
hpq000179,Vậy 'bình đẳng trước pháp luật' có nghĩa là gì?
hpq000180,Điều nào trong Hiến pháp quy định về sự bình đẳng trước pháp luật?
hpq000181,Một công ty có thể từ chối tuyển dụng người khuyết tật vì lo ngại năng suất làm việc của họ không?
hpq000182,"Nếu một người cảm thấy mình bị phân biệt đối xử, họ có thể làm gì để bảo vệ quyền lợi của mình?"
hpq000183,"Một nhà hàng chỉ phục vụ khách hàng là người Việt Nam, từ chối phục vụ khách du lịch nước ngoài. Hành động này có vi phạm pháp luật không?"
hpq000184,Thế nào là 'phân biệt đối xử' được đề cập trong Hiến pháp?
hpq000185,Điều nào trong Hiến pháp khẳng định quyền không bị phân biệt đối xử?
hpq000186,"Một người có quốc tịch Việt Nam thì đương nhiên được coi là công dân Việt Nam, đúng không?"
hpq000187,Làm thế nào để xác định một người có phải là công dân Việt Nam hay không?
hpq000188,"Ông A, một người nước ngoài, sinh sống và làm việc tại Việt Nam 20 năm, có thẻ thường trú. Vậy ông A có được coi là công dân Việt Nam không?"
hpq000189,Vậy 'quốc tịch Việt Nam' được hiểu như thế nào?
hpq000190,Hiến pháp quy định về công dân nước Cộng hòa xã hội chủ nghĩa Việt Nam như thế nào?
hpq000191,Một người có quốc tịch Việt Nam có thể bị buộc phải rời khỏi đất nước để đến một quốc gia khác theo yêu cầu của chính phủ nước đó không?
hpq000192,"Trong trường hợp một công dân Việt Nam phạm tội ở nước ngoài và bị truy nã, điều này có ảnh hưởng đến quyền không bị giao nộp của họ không?"
hpq000193,"Ông A, là công dân Việt Nam, bị tình nghi buôn lậu ma túy ở Thái Lan. Chính phủ Thái Lan yêu cầu Việt Nam dẫn độ ông A để xét xử. Việt Nam có thể chấp nhận yêu cầu này không?"
hpq000194,Thế nào là 'giao nộp' công dân Việt Nam cho nhà nước khác theo quy định của Hiến pháp?
hpq000195,Điều khoản nào của Hiến pháp quy định về việc công dân Việt Nam không thể bị trục xuất?
hpq000196,"Nếu một người Việt Nam phạm tội ở nước ngoài, Nhà nước Việt Nam có can thiệp để bảo vệ họ không?"
hpq000197,Nhà nước Việt Nam bảo hộ công dân ở nước ngoài bằng những cách nào?
hpq000198,"Một công ty du lịch Việt Nam đưa khách sang nước ngoài, nhưng khách bị lừa đảo, công ty có trách nhiệm gì không?"
hpq000199,Thế nào là 'bảo hộ công dân Việt Nam ở nước ngoài'?
hpq000200,Điều nào trong Hiến pháp khẳng định việc Nhà nước bảo hộ công dân Việt Nam ở nước ngoài?
hpq000201,Người Việt Nam sống ở nước ngoài có được coi là một phần của dân tộc Việt Nam không?
hpq000202,Nhà nước Việt Nam có những chính sách gì để hỗ trợ và tạo điều kiện cho người Việt Nam ở nước ngoài?
hpq000203,"Một người Việt Nam đã nhập quốc tịch Mỹ, nhưng vẫn muốn đóng góp xây dựng quê hương, liệu có được pháp luật Việt Nam bảo vệ không?"
hpq000204,Thế nào là 'người Việt Nam định cư ở nước ngoài' theo tinh thần của điều luật này?
hpq000205,Điều nào trong Hiến pháp khẳng định vị thế của người Việt Nam định cư ở nước ngoài?
hpq000206,Nhà nước có chính sách hỗ trợ người Việt Nam sống ở nước ngoài không?
hpq000207,Nhà nước tạo điều kiện cho người Việt Nam ở nước ngoài như thế nào?
hpq000208,"Một nhóm người Việt Nam ở nước ngoài muốn mở lớp dạy tiếng Việt cho trẻ em, họ có được nhà nước hỗ trợ không?"
hpq000209,Thế nào là 'bản sắc văn hóa dân tộc Việt Nam' được đề cập trong điều luật?
hpq000210,Điều nào trong Hiến pháp khẳng định vai trò của người Việt Nam ở nước ngoài trong việc xây dựng đất nước?
hpq000211,"Ở Việt Nam, có ai được phép tước đoạt mạng sống của người khác một cách tùy tiện không?"
hpq000212,"Nếu một người bị đe dọa đến tính mạng, họ có quyền tự vệ không?"
hpq000213,Một người lái xe gây tai nạn giao thông nghiêm trọng dẫn đến chết người. Người này có vi phạm quyền sống của nạn nhân không?
hpq000214,Thế nào là 'tước đoạt tính mạng trái luật'?
hpq000215,Điều nào trong Hiến pháp khẳng định quyền sống của con người?
hpq000216,Công an có được phép đánh người khi bắt giữ tội phạm không?
hpq000217,Nếu một người bị xâm phạm danh dự trên mạng xã hội thì có thể làm gì để bảo vệ quyền lợi của mình?
hpq000218,Một bác sĩ từ chối chữa bệnh cho bệnh nhân vì người này không có tiền. Hành vi này có vi phạm pháp luật không?
hpq000219,Thế nào là 'quyền bất khả xâm phạm về thân thể'?
hpq000220,"Điều 20 Hiến pháp quy định như thế nào về các hành vi bị cấm liên quan đến thân thể, sức khỏe, danh dự, nhân phẩm?"
hpq000221,Công an có được quyền bắt người chỉ vì nghi ngờ người đó có khả năng gây rối trật tự công cộng không?
hpq000222,Trong trường hợp nào thì một người có thể bị bắt ngay lập tức mà không cần lệnh của Tòa án hoặc Viện Kiểm sát?
hpq000223,Một người dân chứng kiến vụ ẩu đả và bắt giữ người gây thương tích giao cho công an phường. Việc bắt giữ này có hợp pháp không?
hpq000224,Thế nào là 'quyết định hoặc phê chuẩn của Viện kiểm sát nhân dân' trong việc bắt người?
hpq000225,"Hiến pháp quy định về việc bắt, giam, giữ người như thế nào?"
hpq000226,Một người có được tự do quyết định việc hiến tạng của mình sau khi qua đời không?
hpq000227,Quy trình để một người đồng ý tham gia vào một thử nghiệm y học được thực hiện như thế nào?
hpq000228,"Một công ty dược phẩm tiến hành thử nghiệm thuốc trên nhóm người nghèo, hứa hẹn trả tiền để họ tham gia, nhưng không nói rõ về tác dụng phụ có thể xảy ra. Hành động này có vi phạm pháp luật không?"
hpq000229,"Thế nào là 'hiến mô, bộ phận cơ thể người' theo quy định của pháp luật?"
hpq000230,Hiến pháp quy định như thế nào về quyền của người tham gia thử nghiệm trên cơ thể?
hpq000231,"Nếu một người tự nguyện công khai thông tin cá nhân của mình lên mạng xã hội, thì thông tin đó còn được bảo vệ theo điều luật này không?"
hpq000232,Pháp luật bảo vệ quyền riêng tư của công dân như thế nào?
hpq000233,"Một phóng viên điều tra bí mật thu thập thông tin về tài khoản ngân hàng của một quan chức bị nghi ngờ tham nhũng, sau đó công bố trên báo. Hành động này có vi phạm pháp luật không?"
hpq000234,Thế nào là 'bất khả xâm phạm về đời sống riêng tư'?
hpq000235,"Điều 21 Hiến pháp quy định về quyền bảo vệ danh dự, uy tín cá nhân như thế nào?"
hpq000236,Công an có được quyền nghe lén điện thoại của người dân không?
hpq000237,Khi nào thì việc thu giữ thư tín của một người được coi là hợp pháp?
hpq000238,"Một nhân viên bưu điện tò mò bóc thư của người khác để xem nội dung, hành vi này có vi phạm pháp luật không?"
hpq000239,Thế nào là 'các hình thức trao đổi thông tin riêng tư khác' được bảo vệ theo Hiến pháp?
hpq000240,"Điều nào trong Hiến pháp quy định về quyền bí mật thư tín, điện thoại, điện tín?"
hpq000241,Một người có được tự do lựa chọn nơi mình muốn ở không?
hpq000242,Thế nào là 'nơi ở hợp pháp' và làm sao để có?
hpq000243,Ông A xây nhà trái phép trên đất nông nghiệp. Liệu ngôi nhà đó có được coi là nơi ở hợp pháp của ông A không?
hpq000244,Hiểu thế nào về 'quyền có nơi ở hợp pháp'?
hpq000245,Điều nào của Hiến pháp quy định về quyền có nơi ở hợp pháp?
hpq000246,Có phải lúc nào công an cũng cần có lệnh khám nhà mới được vào nhà dân?
hpq000247,"Nếu tôi cho người khác thuê nhà, thì ai có quyền quyết định việc người khác có được vào nhà hay không?"
hpq000248,"Một nhóm người xông vào nhà người khác để đòi nợ, như vậy có vi phạm pháp luật không?"
hpq000249,Thế nào là 'chỗ ở' được bảo vệ theo quy định của Hiến pháp?
hpq000250,Điều 22 Hiến pháp quy định như thế nào về quyền bất khả xâm phạm chỗ ở?
hpq000251,Công an có được tự ý vào nhà dân để kiểm tra hành chính không?
