question_id,question
lvlq000086,Ủy ban nhân dân cấp tỉnh có được tự ý ban hành chính sách riêng về việc làm mà không dựa trên luật của nhà nước không?
lvlq000087,Làm thế nào để người dân có thể đóng góp ý kiến vào quá trình xây dựng luật về việc làm?
lvlq000088,Một công ty cố tình lách luật để không đóng bảo hiểm thất nghiệp cho nhân viên. Cơ quan nào sẽ xử lý vi phạm này?
lvlq000089,Thế nào là 'văn bản quy phạm pháp luật về việc làm'?
lvlq000090,Điều 6 của Luật Việc Làm quy định cụ thể những nội dung nào trong quản lý nhà nước về việc làm?
lvlq000091,Nhà nước có trách nhiệm cung cấp thông tin về luật lao động cho người dân không?
lvlq000092,Nhà nước thực hiện việc tuyên truyền pháp luật việc làm qua những kênh nào?
lvlq000093,"Một công ty tư nhân tự ý tổ chức các buổi tuyên truyền pháp luật về việc làm nhưng nội dung sai lệch, gây hiểu nhầm cho người lao động. Cơ quan nhà nước có thẩm quyền có thể can thiệp không?"
lvlq000094,Thế nào là 'phổ biến pháp luật về việc làm'?
lvlq000095,Điều nào trong Luật Việc làm quy định về việc tuyên truyền pháp luật?
lvlq000096,Việc hỗ trợ người lao động tìm kiếm việc làm có thuộc trách nhiệm của nhà nước không?
lvlq000097,Nhà nước quản lý thị trường lao động bằng cách nào?
lvlq000098,Một công ty tự ý tổ chức thi và cấp chứng chỉ kỹ năng nghề cho nhân viên. Việc này có đúng quy định không?
lvlq000099,Chứng chỉ kỹ năng nghề quốc gia là gì?
lvlq000100,Điều luật nào quy định về các nội dung quản lý nhà nước về việc làm?
lvlq000101,Một tổ chức phi chính phủ hoạt động trong lĩnh vực hỗ trợ tìm kiếm việc làm có thuộc đối tượng quản lý của nhà nước không?
lvlq000102,Nhà nước quản lý các trung tâm dịch vụ việc làm như thế nào?
lvlq000103,"Một doanh nghiệp dịch vụ việc làm thu phí quá cao so với quy định của nhà nước, hành vi này có vi phạm pháp luật không?"
lvlq000104,Thế nào là 'doanh nghiệp hoạt động dịch vụ việc làm'?
lvlq000105,Luật Việc làm có quy định cụ thể những nội dung nào mà nhà nước quản lý đối với các tổ chức dịch vụ việc làm?
lvlq000106,"Nếu tôi phát hiện một công ty có hành vi bóc lột lao động, tôi có thể báo cho cơ quan nhà nước nào?"
lvlq000107,"Khi tôi khiếu nại về việc bị công ty sa thải trái luật, quy trình giải quyết sẽ như thế nào?"
lvlq000108,Một công ty X bị phát hiện thường xuyên trả lương cho nhân viên thấp hơn mức lương tối thiểu vùng. Cơ quan chức năng sẽ xử lý như thế nào?
lvlq000109,Thế nào là 'quản lý nhà nước về việc làm'?
lvlq000110,Điều 6 Luật Việc làm quy định những gì về trách nhiệm của nhà nước trong lĩnh vực việc làm?
lvlq000111,Nhà nước có vai trò gì trong việc hợp tác với các nước khác để tạo thêm cơ hội việc làm cho người Việt Nam không?
lvlq000112,Việc hợp tác quốc tế về việc làm thường bao gồm những hoạt động gì?
lvlq000113,Một công ty Việt Nam muốn tuyển lao động nước ngoài vào làm việc. Việc này có liên quan đến hợp tác quốc tế về việc làm không?
lvlq000114,Thế nào là 'hợp tác quốc tế về việc làm'?
lvlq000115,Điều luật nào trong Luật Việc làm đề cập đến hợp tác quốc tế về việc làm?
lvlq000116,Ủy ban nhân dân cấp tỉnh có được ban hành chính sách riêng về việc làm mà không cần thông qua Chính phủ không?
lvlq000117,Nếu người dân muốn đóng góp ý kiến về các chính sách việc làm thì có thể gửi đến cơ quan nào?
lvlq000118,Một tổ chức phi chính phủ tự ý mở sàn giao dịch việc làm và thu phí của người lao động. Hành động này có đúng luật không?
lvlq000119,Thế nào là 'quản lý nhà nước về việc làm'?
lvlq000120,Điều luật nào khẳng định quyền lực cao nhất của Chính phủ trong lĩnh vực việc làm?
lvlq000121,Ủy ban nhân dân cấp tỉnh có được ban hành chính sách riêng về việc làm không?
lvlq000122,Các bộ ngành khác ngoài Bộ Lao động - Thương binh và Xã hội có vai trò gì trong quản lý nhà nước về việc làm?
lvlq000123,Một công ty tự ý tổ chức sàn giao dịch việc làm mà không thông báo với Bộ Lao động - Thương binh và Xã hội thì có vi phạm không?
lvlq000124,Thế nào là 'quản lý nhà nước về việc làm'?
lvlq000125,Cơ quan nào chịu trách nhiệm chính trước Chính phủ về vấn đề việc làm?
lvlq000126,UBND cấp xã có trách nhiệm tìm việc cho người dân trên địa bàn không?
lvlq000127,UBND cấp huyện có những vai trò cụ thể nào trong việc quản lý việc làm?
lvlq000128,Một công ty ở tỉnh X tự ý tổ chức sàn giao dịch việc làm mà không báo cáo với UBND tỉnh. Việc này có đúng quy định không?
lvlq000129,Quản lý nhà nước về việc làm ở địa phương được hiểu như thế nào?
lvlq000130,Điều luật nào quy định về thẩm quyền quản lý nhà nước về việc làm của UBND các cấp?
lvlq000131,Mặt trận Tổ quốc có phải chịu trách nhiệm nếu một doanh nghiệp vi phạm luật lao động không?
lvlq000132,Mặt trận Tổ quốc và các tổ chức thành viên thực hiện trách nhiệm của mình về việc làm như thế nào?
lvlq000133,Một tổ chức thành viên của Mặt trận Tổ quốc phát hiện doanh nghiệp X trả lương thấp hơn mức lương tối thiểu. Tổ chức này cần làm gì?
lvlq000134,Thế nào là 'tham gia với cơ quan nhà nước trong việc xây dựng chính sách việc làm'?
lvlq000135,Điều 8 Luật Việc làm quy định cụ thể những hoạt động nào mà Mặt trận Tổ quốc có trách nhiệm thực hiện?
lvlq000136,Một tổ chức phi chính phủ có bắt buộc phải tuân thủ trách nhiệm tạo việc làm theo Luật Việc làm không?
lvlq000137,"Một ủy ban nhân dân cấp xã cần thực hiện những hoạt động gì để 'tuyên truyền, phổ biến chính sách, pháp luật về việc làm'?"
lvlq000138,Một công ty cố tình che giấu thông tin về quyền lợi của người lao động để giảm chi phí. Hành vi này có vi phạm Luật Việc làm không?
lvlq000139,Thế nào là 'tạo việc làm' theo nghĩa của Luật Việc làm?
lvlq000140,Luật Việc làm quy định trách nhiệm bảo vệ quyền lợi của ai?
lvlq000141,Tôi thất nghiệp và chỉ ngồi chờ nhà nước bố trí việc làm thì có được không?
lvlq000142,Tôi muốn tự tạo việc làm thì nên bắt đầu từ đâu?
lvlq000143,"Anh A là một người có tay nghề giỏi nhưng lười biếng, không chịu đi làm mà sống dựa vào gia đình. Anh A có vi phạm luật không?"
lvlq000144,Thế nào là 'tham gia tạo việc làm' theo Luật Việc làm?
lvlq000145,Luật Việc làm quy định trách nhiệm của cá nhân về việc làm như thế nào?
lvlq000146,Một công ty chỉ tuyển nhân viên có ngoại hình ưa nhìn thì có vi phạm luật không?
lvlq000147,"Nếu tôi cảm thấy mình bị phân biệt đối xử khi xin việc, tôi nên làm gì?"
lvlq000148,Một công ty từ chối tuyển dụng người chuyển giới mặc dù họ có đủ năng lực. Hành động này có vi phạm luật không?
lvlq000149,Thế nào là 'phân biệt đối xử trong việc làm và nghề nghiệp'?
lvlq000150,Điều luật nào quy định về hành vi phân biệt đối xử trong lĩnh vực việc làm?
lvlq000151,Sếp chửi mắng nhân viên thậm tệ trước mặt nhiều người thì có vi phạm luật không?
lvlq000152,"Nếu tôi là người lao động và bị xâm phạm quyền lợi, tôi có thể làm gì?"
lvlq000153,Anh A tự ý phá hoại tài sản của công ty vì bất mãn với mức lương. Hành vi này có vi phạm Luật Việc làm không?
lvlq000154,Thế nào là 'quyền và lợi ích hợp pháp' của người lao động theo Luật Việc làm?
lvlq000155,Luật Việc làm có quy định cụ thể về những hành vi nào cấu thành xâm phạm thân thể người lao động không?
lvlq000156,Nếu công ty tôi vô tình thuê một người chưa đủ tuổi lao động thì có bị coi là vi phạm điều này không?
lvlq000157,Những kiểu tuyển dụng nào bị coi là 'trái quy định' theo luật?
lvlq000158,Ông A thuê người giúp việc không ký hợp đồng và trả lương thấp hơn mức lương tối thiểu vùng. Ông A có vi phạm luật không?
lvlq000159,Thế nào là 'sử dụng người lao động vào làm việc trái quy định'?
lvlq000160,Điều luật nào cấm hành vi tuyển dụng người lao động trái quy định?
lvlq000161,"Một công ty hứa hẹn sẽ trả lương rất cao nhưng sau đó lại đưa ra các điều kiện làm việc không đúng như thỏa thuận ban đầu, vậy công ty này có vi phạm luật không?"
lvlq000162,"Nếu tôi nghi ngờ một trung tâm giới thiệu việc làm có hành vi lừa đảo, tôi nên làm gì?"
lvlq000163,"Anh A đăng tin tuyển dụng 'việc nhẹ lương cao' trên mạng xã hội, yêu cầu ứng viên nộp phí 'đặt cọc' để giữ chỗ. Sau khi nhận tiền, anh A biến mất. Hành vi này có vi phạm pháp luật không?"
lvlq000164,Thế nào là 'quảng cáo gian dối' trong lĩnh vực việc làm?
lvlq000165,Điều luật nào cấm hành vi lợi dụng dịch vụ việc làm để thực hiện hành vi trái pháp luật?
lvlq000166,Tôi chỉnh sửa bằng cấp để hồ sơ xin việc đẹp hơn thì có bị coi là vi phạm không?
lvlq000167,Nếu tôi phát hiện người khác dùng hồ sơ giả để xin trợ cấp thất nghiệp thì tôi nên làm gì?
lvlq000168,Anh A khai man thông tin về kinh nghiệm làm việc trong hồ sơ xin việc vào một công ty. Hành vi này có vi phạm Luật Việc làm không?
lvlq000169,Thế nào là 'gian lận hồ sơ' trong lĩnh vực việc làm?
lvlq000170,Luật Việc làm quy định những hành vi nào bị nghiêm cấm?
lvlq000171,Một công ty cố tình trì hoãn việc trả lương cho nhân viên đã nghỉ việc có vi phạm luật không?
lvlq000172,"Nếu tôi là người lao động và cảm thấy quyền lợi của mình đang bị xâm phạm, tôi có thể làm gì?"
lvlq000173,"Anh A là chủ một doanh nghiệp, anh ta từ chối tuyển dụng chị B vì lý do chị B là phụ nữ và đang trong độ tuổi sinh đẻ. Hành vi này có vi phạm pháp luật không?"
lvlq000174,Thế nào là 'quyền và lợi ích hợp pháp' của người sử dụng lao động theo Luật Việc làm?
lvlq000175,Điều luật nào trong Luật Việc làm quy định về các hành vi bị nghiêm cấm liên quan đến quyền của người lao động và người sử dụng lao động?
lvlq000176,Tôi muốn mở rộng xưởng sản xuất để tạo thêm việc làm cho người dân địa phương. Tôi có thể được vay vốn ưu đãi từ nhà nước không?
lvlq000177,Tôi cần làm gì để tiếp cận được nguồn vốn vay ưu đãi từ Quỹ quốc gia về việc làm để phát triển kinh doanh?
lvlq000178,"Ông A được vay vốn ưu đãi từ Quỹ quốc gia về việc làm để mở xưởng may. Tuy nhiên, sau khi vay, ông A không mở xưởng mà dùng tiền để đầu tư bất động sản. Hành vi của ông A có vi phạm pháp luật không?"
lvlq000179,Thế nào là 'tín dụng ưu đãi tạo việc làm'?
lvlq000180,Luật Việc làm quy định nguồn vốn nào được sử dụng để thực hiện chính sách tín dụng ưu đãi tạo việc làm?
lvlq000181,Quỹ quốc gia về việc làm có được sử dụng nguồn vốn từ các tổ chức phi chính phủ không?
lvlq000182,Tôi muốn biết chi tiết về các nguồn hình thành Quỹ quốc gia về việc làm ngoài ngân sách nhà nước?
lvlq000183,Một doanh nghiệp X đang gặp khó khăn và muốn đóng góp vào Quỹ quốc gia về việc làm. Họ có thể thực hiện việc này không?
lvlq000184,Quỹ quốc gia về việc làm có bản chất pháp lý như thế nào?
lvlq000185,Nguồn nào được ưu tiên hàng đầu để hình thành Quỹ quốc gia về việc làm?
lvlq000186,Quỹ quốc gia về việc làm chỉ được hình thành từ ngân sách nhà nước đúng không?
lvlq000187,"Nếu tôi muốn đóng góp vào Quỹ quốc gia về việc làm, tôi cần liên hệ với ai và thủ tục như thế nào?"
lvlq000188,Một công ty nước ngoài muốn tài trợ một dự án tạo việc làm tại Việt Nam. Họ có thể chuyển tiền trực tiếp vào Quỹ quốc gia về việc làm không?
lvlq000189,Quỹ quốc gia về việc làm thực chất là gì?
lvlq000190,Luật Việc làm quy định những nguồn nào hình thành Quỹ quốc gia về việc làm?
lvlq000191,Quỹ quốc gia về việc làm chỉ được hình thành từ ngân sách nhà nước có đúng không?
lvlq000192,Nếu tôi muốn đóng góp cho Quỹ quốc gia về việc làm thì cần làm những gì?
lvlq000193,Một tổ chức phi chính phủ nước ngoài muốn tài trợ cho Quỹ quốc gia về việc làm thì có được không?
lvlq000194,Thế nào là 'các nguồn hợp pháp khác' để hình thành Quỹ quốc gia về việc làm?
lvlq000195,Điều luật nào quy định về các nguồn hình thành Quỹ quốc gia về việc làm?
lvlq000196,"Tôi muốn vay vốn từ Quỹ quốc gia về việc làm để mở rộng xưởng sản xuất, luật này có đảm bảo tôi chắc chắn sẽ được vay không?"
lvlq000197,"Tôi muốn biết quy trình để tiếp cận nguồn vốn từ Quỹ quốc gia về việc làm, tôi cần tìm hiểu những thông tin gì?"
lvlq000198,Ông A là cán bộ quản lý Quỹ quốc gia về việc làm. Ông A ưu tiên cho người thân vay vốn từ Quỹ mặc dù họ không đủ điều kiện. Hành vi của ông A có vi phạm pháp luật không?
lvlq000199,Quỹ quốc gia về việc làm thực chất là gì?
lvlq000200,"Điều 11 của Luật Việc làm quy định như thế nào về việc quản lý, sử dụng Quỹ quốc gia về việc làm?"
lvlq000201,Một công ty cổ phần có vốn điều lệ 10 tỷ đồng có được vay vốn từ Quỹ quốc gia về việc làm không?
lvlq000202,Tôi là chủ hộ kinh doanh cá thể muốn vay vốn từ Quỹ quốc gia về việc làm thì cần chuẩn bị những gì?
lvlq000203,"Anh A là chủ một hợp tác xã nông nghiệp. Anh vay vốn từ Quỹ quốc gia về việc làm để mở rộng sản xuất, nhưng sau đó dùng tiền này để mua xe ô tô cá nhân. Hành vi này có vi phạm không?"
lvlq000204,Thế nào là 'Quỹ quốc gia về việc làm'?
lvlq000205,Điều luật nào quy định về các đối tượng cụ thể được vay vốn từ Quỹ quốc gia về việc làm?
lvlq000206,"Tôi là sinh viên mới ra trường và muốn khởi nghiệp, tôi có được vay tiền từ Quỹ quốc gia về việc làm không?"
lvlq000207,"Nếu tôi muốn vay vốn từ Quỹ quốc gia về việc làm, tôi cần chuẩn bị những gì và quy trình như thế nào?"
lvlq000208,Anh A là một công nhân bị mất việc do công ty phá sản. Anh muốn vay vốn từ Quỹ quốc gia về việc làm để mở một xưởng sửa chữa xe máy nhỏ. Anh có đủ điều kiện để vay vốn không?
lvlq000209,Thế nào là 'Quỹ quốc gia về việc làm'?
lvlq000210,Điều luật nào quy định về đối tượng được vay vốn từ Quỹ quốc gia về việc làm?
lvlq000211,"Một công ty mới thành lập, thuê nhiều người khuyết tật, có được vay vốn ưu đãi không?"
lvlq000212,"Để được vay vốn ưu đãi cho doanh nghiệp sử dụng nhiều lao động là người dân tộc thiểu số, cần những điều kiện gì?"
lvlq000213,"Một hợp tác xã chuyên sản xuất hàng thủ công mỹ nghệ, thuê 80% lao động là người dân tộc thiểu số, muốn mở rộng sản xuất nhưng thiếu vốn. Họ có thể tiếp cận nguồn vốn ưu đãi nào?"
lvlq000214,Thế nào là 'sử dụng nhiều lao động' trong trường hợp doanh nghiệp vay vốn ưu đãi để tạo việc làm cho người khuyết tật?
lvlq000215,Điều luật nào quy định về việc doanh nghiệp sử dụng lao động là người dân tộc thiểu số được vay vốn với lãi suất thấp hơn?
lvlq000216,Một người Kinh sinh sống ở vùng kinh tế khó khăn có được vay vốn ưu đãi từ Quỹ quốc gia về việc làm không?
lvlq000217,"Nếu tôi là người khuyết tật muốn vay vốn từ Quỹ quốc gia về việc làm, tôi cần chứng minh điều kiện gì?"
lvlq000218,"Anh A là người dân tộc thiểu số Tày, sinh sống ở một xã vùng III (vùng khó khăn). Anh muốn mở xưởng may nhỏ nhưng bị ngân hàng từ chối cho vay ưu đãi từ Quỹ quốc gia vì lý do 'xã anh không phải vùng đặc biệt khó khăn'. Ngân hàng có đúng không?"
lvlq000219,Thế nào là 'vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn' trong ngữ cảnh vay vốn ưu đãi việc làm?
lvlq000220,Điều luật nào quy định cụ thể về đối tượng được vay vốn ưu đãi từ Quỹ quốc gia về việc làm?
lvlq000221,Nếu tôi chỉ có ý tưởng kinh doanh mà chưa có dự án cụ thể thì có được vay vốn từ Quỹ quốc gia về việc làm không?
lvlq000222,"Để chứng minh dự án của tôi 'thu hút thêm lao động vào làm việc ổn định', tôi cần chuẩn bị những gì?"
lvlq000223,"Anh A mở xưởng may nhỏ, có dự án vay vốn từ Quỹ quốc gia. Tuy nhiên, dự án chỉ tập trung vào việc tăng năng suất mà không có kế hoạch tuyển thêm nhân công. Anh A có đủ điều kiện vay vốn không?"
lvlq000224,Thế nào là một 'dự án vay vốn khả thi' theo Luật Việc làm?
lvlq000225,Điều kiện cụ thể để được vay vốn từ Quỹ quốc gia về việc làm được quy định như thế nào?
lvlq000226,"Tôi muốn vay vốn từ Quỹ việc làm để mở xưởng may nhỏ, chỉ cần có giấy phép kinh doanh là đủ điều kiện phải không?"
lvlq000227,Tôi cần chuẩn bị những giấy tờ gì để chứng minh dự án của mình đủ điều kiện vay vốn từ Quỹ quốc gia về việc làm?
lvlq000228,"Anh A làm việc trong một tổ chức phi chính phủ chuyên hỗ trợ người khuyết tật tìm việc. Tổ chức của anh muốn vay vốn từ Quỹ việc làm để mở một trung tâm dạy nghề cho người khuyết tật. Tuy nhiên, dự án bị từ chối vì không có 'xác nhận của cơ quan có thẩm quyền'. Vậy tổ chức của anh A nên làm gì?"
lvlq000229,"Thế nào là 'xác nhận của cơ quan, tổ chức có thẩm quyền' trong trường hợp vay vốn Quỹ quốc gia về việc làm?"
lvlq000230,"Điều kiện tiên quyết để được vay vốn từ Quỹ quốc gia về việc làm, theo Luật Việc làm là gì?"
lvlq000231,Nếu tôi thuộc diện được vay vốn từ Quỹ quốc gia về việc làm nhưng không có tài sản thế chấp thì có được vay không?
lvlq000232,Tôi cần chuẩn bị những giấy tờ gì để chứng minh đủ điều kiện 'bảo đảm tiền vay' khi vay vốn từ Quỹ quốc gia về việc làm?
lvlq000233,"Anh A, một người khuyết tật thuộc đối tượng được vay vốn ưu đãi, muốn vay vốn từ Quỹ quốc gia về việc làm để mở xưởng thủ công. Tuy nhiên, anh không có tài sản thế chấp. Vậy anh A có thể vay vốn được không và có giải pháp nào?"
lvlq000234,Vậy 'bảo đảm tiền vay' trong trường hợp này được hiểu là gì?
lvlq000235,Điều kiện vay vốn cụ thể được quy định như thế nào trong Luật Việc làm?
