question_id,question
ldq000080,Điều luật nào trong Bộ luật Lao động thể hiện rõ chính sách khuyến khích các thỏa thuận có lợi hơn cho người lao động?
ldq000081,Nhà nước có những chính sách ưu tiên bảo vệ người lao động hơn người sử dụng lao động không?
ldq000082,Nhà nước thực hiện những biện pháp nào để bảo vệ quyền lợi của người sử dụng lao động?
ldq000083,"Một công ty X liên tục vi phạm quyền lợi của người lao động (chậm trả lương, không đóng bảo hiểm). Hỏi chính sách của nhà nước được thể hiện như thế nào trong trường hợp này?"
ldq000084,Thế nào là 'quản lý lao động đúng pháp luật'?
ldq000085,Điều 4 Bộ luật Lao động quy định như thế nào về trách nhiệm xã hội?
ldq000086,Nhà nước có hỗ trợ cho những người muốn tự mình mở một xưởng sản xuất nhỏ để tạo thêm việc làm cho người khác không?
ldq000087,"Tôi muốn mở một trung tâm dạy nghề, vậy tôi sẽ được nhà nước hỗ trợ những gì?"
ldq000088,"Ông A làm nghề lái xe ôm công nghệ, không có hợp đồng lao động với công ty nào. Hỏi, ông A có được hưởng một số quyền lợi theo Bộ luật Lao động không?"
ldq000089,Thế nào là 'tự tạo việc làm' theo chính sách của Nhà nước?
ldq000090,Điều nào trong Bộ luật Lao động đề cập đến việc áp dụng một số quy định cho người làm việc không có quan hệ lao động?
ldq000091,Nhà nước có hỗ trợ người lao động chuyển đổi nghề nghiệp không?
ldq000092,Nhà nước có những chính sách cụ thể nào để nâng cao trình độ cho người lao động?
ldq000093,"Anh A là kỹ sư giỏi, có nhiều sáng kiến cải tiến kỹ thuật. Vậy anh A có được hưởng ưu đãi gì từ Nhà nước không?"
ldq000094,Chính sách 'phát triển nguồn nhân lực' trong điều này được hiểu như thế nào?
ldq000095,Điều 4 Bộ luật Lao động quy định như thế nào về ưu đãi đối với người lao động có trình độ cao?
ldq000096,Nhà nước có vai trò gì trong việc giúp người lao động tìm được việc làm phù hợp?
ldq000097,Nhà nước hỗ trợ những gì cho người thất nghiệp muốn tìm việc?
ldq000098,"Anh A mới ra trường, muốn tìm việc làm nhưng không biết bắt đầu từ đâu. Anh A có thể tìm kiếm sự hỗ trợ từ đâu?"
ldq000099,Thị trường lao động được hiểu là gì?
ldq000100,Điều luật nào của Bộ luật Lao động thể hiện sự quan tâm của Nhà nước đến việc kết nối cung và cầu lao động?
ldq000101,Nhà nước có can thiệp trực tiếp vào việc thương lượng lương giữa công ty và người lao động không?
ldq000102,Doanh nghiệp nên làm gì để thực hiện chính sách 'thúc đẩy đối thoại' của Nhà nước?
ldq000103,Một công ty liên tục trì hoãn việc thành lập công đoàn và từ chối đối thoại với người lao động về vấn đề tăng lương. Hành vi này có vi phạm pháp luật không?
ldq000104,"Thế nào là 'quan hệ lao động tiến bộ, hài hòa và ổn định'?"
ldq000105,Điều luật nào trong Bộ luật Lao động thể hiện rõ nhất chính sách của Nhà nước về khuyến khích đối thoại trong quan hệ lao động?
ldq000106,Nhà nước có trách nhiệm tạo điều kiện làm việc công bằng cho cả nam và nữ không?
ldq000107,Nhà nước có những biện pháp cụ thể nào để bảo vệ quyền lợi của lao động nữ?
ldq000108,Một công ty từ chối tuyển dụng người khuyết tật vì cho rằng họ làm việc kém hiệu quả hơn. Hành động này có vi phạm pháp luật không?
ldq000109,Thế nào là 'bình đẳng giới' trong lĩnh vực lao động?
ldq000110,Điều luật nào khẳng định trách nhiệm của Nhà nước trong việc bảo vệ lao động chưa thành niên?
ldq000111,Tôi có quyền tự ý chuyển sang công ty khác nếu thấy công việc hiện tại không phù hợp không?
ldq000112,Nếu tôi cảm thấy bị phân biệt đối xử ở công ty thì tôi nên làm gì?
ldq000113,Anh A bị ép làm thêm giờ liên tục dù đã báo cáo sức khỏe không đảm bảo. Hành động này của công ty có vi phạm luật không?
ldq000114,Thế nào là 'quấy rối tình dục tại nơi làm việc'?
ldq000115,Điều luật nào quy định người lao động có quyền 'tự do lựa chọn việc làm'?
ldq000116,Tôi có quyền yêu cầu công ty trả lương cao hơn nếu tôi có nhiều kinh nghiệm làm việc hơn so với những người khác không?
ldq000117,"Nếu tôi cảm thấy điều kiện làm việc ở công ty không an toàn, tôi nên làm gì để bảo vệ mình?"
ldq000118,"Anh A làm việc trong một xưởng sản xuất, thường xuyên phải làm việc trong môi trường ồn ào và bụi bặm, nhưng công ty không trang bị đầy đủ các thiết bị bảo hộ lao động. Hỏi công ty có vi phạm quy định pháp luật không?"
ldq000119,Thế nào là 'phúc lợi tập thể' mà người lao động được hưởng?
ldq000120,"Điều luật nào của Bộ luật Lao động quy định về quyền được hưởng lương phù hợp với trình độ, kỹ năng nghề của người lao động?"
ldq000121,Tôi có quyền thành lập một nhóm đại diện cho công nhân trong công ty mà không cần xin phép ai không?
ldq000122,Làm thế nào để tôi có thể tham gia vào việc xây dựng quy chế dân chủ tại công ty?
ldq000123,"Anh A muốn tham gia vào ban quản lý của công ty, nhưng công ty từ chối vì cho rằng anh không có kinh nghiệm quản lý. Điều này có đúng không?"
ldq000124,Thế nào là 'tổ chức đại diện người lao động' theo quy định của pháp luật lao động?
ldq000125,Điều luật nào quy định về quyền tham gia đối thoại của người lao động?
ldq000126,"Nếu tôi thấy máy móc ở xưởng có vẻ không an toàn, tôi có quyền không làm việc không?"
ldq000127,"Nếu tôi muốn từ chối làm việc vì lý do an toàn, tôi nên làm theo các bước nào?"
ldq000128,"Anh A là thợ điện, được giao nhiệm vụ sửa đường dây cao thế bị đứt trong điều kiện trời mưa to. Anh A từ chối vì cho rằng nguy hiểm. Công ty kỷ luật anh A vì tội không tuân lệnh. Vậy công ty làm vậy có đúng không?"
ldq000129,Thế nào là 'nguy cơ rõ ràng' để người lao động có thể từ chối làm việc?
ldq000130,Điều luật nào cho phép người lao động từ chối làm việc khi có nguy cơ?
ldq000131,Tôi có được quyền tự ý nghỉ việc ngay lập tức mà không cần báo trước không?
ldq000132,Nếu tôi muốn nghỉ việc đúng luật thì tôi cần phải làm những gì?
ldq000133,Anh A làm việc theo hợp đồng không xác định thời hạn. Anh A muốn nghỉ việc ngay lập tức vì tìm được công việc tốt hơn. Anh A có thể bị phạt gì không?
ldq000134,Thế nào là 'đơn phương chấm dứt hợp đồng lao động'?
ldq000135,Điều luật nào của Bộ luật Lao động quy định về quyền đơn phương chấm dứt hợp đồng lao động của người lao động?
ldq000136,"Tôi là nhân viên bán hàng, không hài lòng với mức lương hiện tại, tôi có thể tự ý nghỉ việc để phản đối không?"
ldq000137,"Nếu muốn đình công đúng luật, người lao động cần tuân thủ những bước nào?"
ldq000138,Công ty X chậm trả lương cho công nhân 3 tháng liên tiếp. Tổ trưởng tổ sản xuất kêu gọi mọi người ngừng việc ngay lập tức để gây áp lực. Việc này có hợp pháp không?
ldq000139,Thế nào là đình công theo quy định của pháp luật lao động?
ldq000140,Điều luật nào của Bộ luật Lao động quy định người lao động có quyền đình công?
ldq000141,Tôi có quyền từ chối làm thêm giờ nếu không muốn không?
ldq000142,Làm sao để biết tôi có những quyền lợi gì theo luật lao động?
ldq000143,Anh A bị công ty sa thải mà không có lý do chính đáng. Anh A có thể làm gì để bảo vệ quyền lợi của mình?
ldq000144,Quyền của người lao động được hiểu là gì?
ldq000145,Điều luật nào trong Bộ luật Lao động quy định về quyền của người lao động một cách khái quát nhất?
ldq000146,"Nếu tôi không đồng ý với một điều khoản trong thỏa ước lao động tập thể, tôi có phải thực hiện nó không?"
ldq000147,Tôi phải làm gì nếu công ty yêu cầu tôi thực hiện một thỏa thuận mà tôi nghi ngờ là không hợp pháp?
ldq000148,"Anh A ký hợp đồng làm việc 8 tiếng/ngày, nhưng công ty thường xuyên yêu cầu làm thêm giờ mà không trả lương. Anh A có vi phạm nghĩa vụ nếu từ chối làm thêm không?"
ldq000149,Thế nào là 'thỏa thuận hợp pháp khác' mà người lao động có nghĩa vụ thực hiện?
ldq000150,Điều luật nào quy định người lao động phải thực hiện hợp đồng lao động?
ldq000151,"Tôi có bắt buộc phải làm theo mọi yêu cầu của quản lý, kể cả khi tôi không đồng ý với cách làm đó không?"
ldq000152,Công ty tôi có thể áp dụng những hình thức kỷ luật nào nếu tôi vi phạm nội quy?
ldq000153,Anh A thường xuyên đi làm muộn 15 phút so với giờ quy định trong nội quy công ty. Công ty có quyền trừ lương của anh A không?
ldq000154,Thế nào là 'kỷ luật lao động'?
ldq000155,Điều luật nào quy định người lao động phải tuân theo sự quản lý của người sử dụng lao động?
ldq000156,"Nếu công ty yêu cầu tôi làm việc không đúng với hợp đồng lao động, tôi có được phép từ chối không?"
ldq000157,Tôi cần làm gì để đảm bảo mình tuân thủ đúng pháp luật lao động?
ldq000158,Anh A thường xuyên không tham gia các buổi huấn luyện an toàn lao động do công ty tổ chức. Hành vi này có vi phạm quy định không?
ldq000159,Pháp luật về 'lao động' mà người lao động cần tuân thủ bao gồm những lĩnh vực nào?
ldq000160,Điều luật nào trong Bộ luật Lao động quy định về nghĩa vụ của người lao động phải tuân thủ pháp luật về bảo hiểm xã hội?
ldq000161,Công ty có quyền tự quyết định vị trí làm việc của nhân viên mới sau khi ký hợp đồng không?
ldq000162,"Để quản lý nhân viên hiệu quả, công ty cần có những quy định gì?"
ldq000163,Ông A tự ý nghỉ việc 3 ngày không xin phép. Công ty có quyền sa thải ông A không?
ldq000164,Thế nào là 'bố trí lao động' theo luật?
ldq000165,Điều luật nào quy định về quyền khen thưởng người lao động của người sử dụng lao động?
ldq000166,Một công ty có được quyền tham gia vào hiệp hội các doanh nghiệp trong ngành của mình không?
ldq000167,"Nếu muốn thành lập một hiệp hội doanh nghiệp, tôi cần thực hiện những bước nào?"
ldq000168,"Một số công ty trong khu công nghiệp X muốn thành lập một tổ chức để bảo vệ quyền lợi chung. Tuy nhiên, ban quản lý khu công nghiệp gây khó dễ. Việc này có đúng luật không?"
ldq000169,Thế nào là 'tổ chức đại diện người sử dụng lao động'?
ldq000170,Điều luật nào trong Bộ luật Lao động quy định về quyền của người sử dụng lao động trong việc tham gia các tổ chức?
ldq000171,Công ty tôi có bắt buộc phải ký thỏa ước lao động tập thể với công đoàn không?
ldq000172,Nếu công ty muốn thương lượng với công đoàn về lương thưởng thì cần thực hiện những bước nào?
ldq000173,Công ty X đang có tranh chấp lao động với công đoàn. Giám đốc từ chối đối thoại với lý do 'không có thời gian'. Như vậy có đúng luật không?
ldq000174,Thế nào là 'tổ chức đại diện người lao động' trong bối cảnh này?
ldq000175,Điều luật nào quy định về quyền của người sử dụng lao động trong việc cải thiện đời sống tinh thần cho người lao động?
ldq000176,Công ty có được phép đóng cửa tạm thời để sửa chữa mà không cần báo trước cho nhân viên không?
ldq000177,Doanh nghiệp cần làm gì để thực hiện việc đóng cửa tạm thời nơi làm việc đúng luật?
ldq000178,Công ty X thông báo đóng cửa 1 tuần để 'tái cấu trúc'. Nhân viên bị yêu cầu nghỉ không lương trong thời gian này. Việc này có đúng luật không?
ldq000179,Thế nào là 'đóng cửa tạm thời nơi làm việc' theo luật lao động?
ldq000180,Điều luật nào cho phép người sử dụng lao động đóng cửa tạm thời nơi làm việc?
ldq000181,Công ty có được quyền tự ý thay đổi nội quy lao động mà không cần thông báo cho nhân viên không?
ldq000182,Nếu công ty muốn thực hiện một quyền mới không được liệt kê cụ thể trong Bộ luật Lao động thì cần phải làm gì?
ldq000183,"Ông A, giám đốc một công ty, cho rằng mình có quyền sa thải nhân viên ngay lập tức nếu phát hiện nhân viên đó vi phạm kỷ luật, kể cả khi chưa có bằng chứng rõ ràng. Điều này có đúng không?"
ldq000184,Thế nào là 'quyền của người sử dụng lao động' trong bối cảnh pháp luật lao động?
ldq000185,Điều 6 Bộ luật Lao động quy định những gì về quyền của người sử dụng lao động?
ldq000186,"Sếp thường xuyên la mắng tôi trước mặt đồng nghiệp, như vậy có vi phạm luật không?"
ldq000187,"Nếu tôi bị xâm phạm danh dự, nhân phẩm ở công ty, tôi nên làm gì?"
ldq000188,"Anh T, quản lý bộ phận, thường xuyên kể chuyện đời tư của nhân viên trong các buổi họp, kèm theo những lời lẽ chế giễu. Hành vi này có sai phạm không?"
ldq000189,"Như thế nào là hành vi 'tôn trọng danh dự, nhân phẩm' của người lao động?"
ldq000190,"Điều luật nào trong Bộ luật Lao động quy định về nghĩa vụ tôn trọng danh dự, nhân phẩm của người lao động?"
ldq000191,"Công ty tôi chỉ thông báo các quyết định qua email mà không hỏi ý kiến nhân viên, như vậy có vi phạm luật không?"
ldq000192,Công ty cần làm gì để thực hiện đúng quy định về 'quy chế dân chủ ở cơ sở'?
ldq000193,Công ty X sa thải hàng loạt nhân viên do làm ăn thua lỗ nhưng không hề thông báo hay bàn bạc trước với công đoàn. Việc này có đúng luật không?
ldq000194,"Thế nào là 'cơ chế đối thoại, trao đổi' giữa công ty và người lao động?"
ldq000195,Điều luật nào của Bộ luật Lao động quy định về nghĩa vụ thiết lập cơ chế đối thoại của người sử dụng lao động?
ldq000196,Nếu công ty không tổ chức đào tạo nâng cao tay nghề cho nhân viên thì có vi phạm luật không?
ldq000197,Công ty cần thực hiện những bước gì để đáp ứng yêu cầu đào tạo và bồi dưỡng cho nhân viên?
ldq000198,Công ty X yêu cầu nhân viên tự chi trả toàn bộ chi phí cho khóa học nâng cao nghiệp vụ mà công ty yêu cầu tham gia. Điều này có đúng luật không?
ldq000199,"Thế nào là 'bồi dưỡng nâng cao trình độ, kỹ năng nghề' theo luật lao động?"
ldq000200,Điều luật nào trong Bộ luật Lao động quy định về nghĩa vụ đào tạo của người sử dụng lao động?
ldq000201,"Công ty chỉ cần đóng bảo hiểm xã hội cho nhân viên là đủ, không cần quan tâm đến bảo hiểm y tế có đúng không?"
ldq000202,Công ty cần làm gì để thực hiện đúng nghĩa vụ phòng chống quấy rối tình dục tại nơi làm việc?
ldq000203,Một công ty không trang bị đầy đủ thiết bị bảo hộ lao động cho công nhân làm việc trong môi trường độc hại. Như vậy có vi phạm pháp luật không?
ldq000204,"Thế nào là 'giải pháp phòng, chống quấy rối tình dục tại nơi làm việc'?"
ldq000205,"Điều luật nào quy định cụ thể về nghĩa vụ của người sử dụng lao động trong việc thực hiện pháp luật về an toàn, vệ sinh lao động?"
ldq000206,Công ty tôi có bắt buộc phải tham gia vào việc xây dựng tiêu chuẩn kỹ năng nghề không?
ldq000207,Doanh nghiệp cần làm gì để thực hiện nghĩa vụ phát triển kỹ năng nghề cho người lao động?
ldq000208,Công ty X không tham gia bất kỳ hoạt động nào liên quan đến xây dựng tiêu chuẩn kỹ năng nghề. Thanh tra lao động có thể xử phạt công ty này không?
ldq000209,Thế nào là 'tiêu chuẩn kỹ năng nghề quốc gia'?
ldq000210,Điều luật nào trong Bộ luật Lao động quy định về nghĩa vụ tham gia phát triển tiêu chuẩn kỹ năng nghề của người sử dụng lao động?
ldq000211,"Công ty ép nhân viên ký hợp đồng làm việc 12 tiếng/ngày, như vậy có vi phạm nguyên tắc xây dựng quan hệ lao động không?"
ldq000212,"Khi thương lượng về lương, người lao động và người sử dụng lao động cần tuân thủ những nguyên tắc nào?"
ldq000213,Anh A bị công ty sa thải vì không đồng ý làm thêm giờ liên tục. Công ty nói rằng việc làm thêm giờ là 'vì lợi ích chung'. Hành động của công ty có đúng luật không?
ldq000214,Thế nào là 'thiện chí' trong xây dựng quan hệ lao động?
ldq000215,Điều luật nào quy định về các nguyên tắc cơ bản trong xây dựng quan hệ lao động?
ldq000216,Nếu công ty tôi thường xuyên gây khó dễ cho công đoàn thì có vi phạm quy định về xây dựng quan hệ lao động không?
ldq000217,"Để xây dựng quan hệ lao động tốt đẹp tại công ty, chúng tôi cần làm gì?"
ldq000218,Công ty X tự ý thay đổi quy chế lương thưởng mà không thông báo cho công đoàn. Hành động này có đúng luật không?
ldq000219,Thế nào là 'quan hệ lao động tiến bộ'?
ldq000220,Điều luật nào quy định về vai trò của cơ quan nhà nước trong việc xây dựng quan hệ lao động?
ldq000221,Công đoàn có quyền thay mặt người lao động thương lượng với công ty về lương thưởng không?
ldq000222,"Nếu công ty vi phạm luật lao động, công đoàn sẽ làm gì để bảo vệ người lao động?"
ldq000223,Một nhóm công nhân bị công ty sa thải trái luật. Công đoàn có thể giúp họ như thế nào?
ldq000224,"Thế nào là 'quan hệ lao động tiến bộ, hài hòa và ổn định' mà công đoàn có vai trò xây dựng?"
ldq000225,Đâu là nội dung quy định về quyền hạn của công đoàn trong việc giám sát thi hành luật lao động?
ldq000226,Các hiệp hội ngành nghề có được phép tham gia vào việc giải quyết tranh chấp lao động giữa doanh nghiệp và người lao động không?
ldq000227,Một doanh nghiệp muốn nhờ một tổ chức đại diện bảo vệ quyền lợi của mình thì cần làm gì?
ldq000228,Công ty A bị người lao động đình công trái pháp luật. Phòng Thương mại và Công nghiệp Việt Nam có thể giúp công ty A giải quyết tình hình này như thế nào?
ldq000229,"Thế nào là 'quan hệ lao động tiến bộ, hài hòa và ổn định'?"
ldq000230,Điều luật nào quy định về vai trò của Liên minh Hợp tác xã Việt Nam trong việc xây dựng quan hệ lao động?
ldq000231,"Nếu công ty chỉ tuyển nam giới cho vị trí kỹ sư vì cho rằng nam giới khỏe mạnh hơn, điều này có vi phạm pháp luật không?"
ldq000232,Những hành vi nào được xem là phân biệt đối xử trong công việc và tôi có thể làm gì để bảo vệ mình?
ldq000233,Anh A bị công ty sa thải vì lý do nhiễm HIV. Hành động này có đúng luật không? Anh A cần làm gì để bảo vệ quyền lợi?
ldq000234,Thế nào là 'phân biệt đối xử trong lao động'?
ldq000235,Điều luật nào trong Bộ luật Lao động cấm hành vi phân biệt đối xử?
ldq000236,"Ông chủ thường xuyên chửi mắng tôi thậm tệ khi tôi làm sai, như vậy có vi phạm luật không?"
ldq000237,"Nếu bị ép làm thêm giờ liên tục mà không được nghỉ ngơi đầy đủ, tôi phải làm gì để tự bảo vệ mình?"
ldq000238,Một xưởng may giữ chứng minh thư của công nhân để đảm bảo họ không bỏ việc giữa chừng. Hành động này có đúng luật không?
ldq000239,Thế nào là 'cưỡng bức lao động' theo quy định của pháp luật Việt Nam?
ldq000240,Điều luật nào nghiêm cấm hành vi ngược đãi người lao động?
ldq000241,"Sếp thường xuyên nhắn tin tán tỉnh tôi ngoài giờ làm việc, tôi cảm thấy khó chịu. Hành vi này có bị coi là vi phạm không?"
ldq000242,"Nếu tôi bị đồng nghiệp quấy rối tình dục ở công ty, tôi nên làm gì?"
ldq000243,"Anh A, trưởng phòng marketing, thường xuyên có những lời nói bông đùa khiếm nhã về ngoại hình của các nhân viên nữ trong phòng. Các nhân viên này cảm thấy xấu hổ và không thoải mái. Hỏi hành vi của anh A có vi phạm pháp luật không? Nếu có thì sẽ bị xử lý như thế nào?"
