corpus_id,content
ldc000014,"Điều 3 Giải thích từ ngữ
Trong Bộ luật này, các từ ngữ dưới đây được hiểu như sau:
Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động. Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi, trừ trường hợp quy định tại Mục 1 Chương XI của Bộ luật này.
Người sử dụng lao động là doanh nghiệp, cơ quan, tổ chức, hợp tác xã, hộ gia đình, cá nhân có thuê mướn, sử dụng người lao động làm việc cho mình theo thỏa thuận; trường hợp người sử dụng lao động là cá nhân thì phải có năng lực hành vi dân sự đầy đủ.
Tổ chức đại diện người lao động tại cơ sở là tổ chức được thành lập trên cơ sở tự nguyện của người lao động tại một đơn vị sử dụng lao động nhằm mục đích bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động trong quan hệ lao động thông qua thương lượng tập thể hoặc các hình thức khác theo quy định của pháp luật về lao động. Tổ chức đại diện người lao động tại cơ sở bao gồm công đoàn cơ sở và tổ chức của người lao động tại doanh nghiệp.
Tổ chức đại diện người sử dụng lao động là tổ chức được thành lập hợp pháp, đại diện và bảo vệ quyền, lợi ích hợp pháp của người sử dụng lao động trong quan hệ lao động.
Quan hệ lao động là quan hệ xã hội phát sinh trong việc thuê mướn, sử dụng lao động, trả lương giữa người lao động, người sử dụng lao động, các tổ chức đại diện của các bên, cơ quan nhà nước có thẩm quyền. Quan hệ lao động bao gồm quan hệ lao động cá nhân và quan hệ lao động tập thể.
Người làm việc không có quan hệ lao động là người làm việc không trên cơ sở thuê mướn bằng hợp đồng lao động.
Cưỡng bức lao động là việc dùng vũ lực, đe dọa dùng vũ lực hoặc các thủ đoạn khác để ép buộc người lao động phải làm việc trái ý muốn của họ.
Phân biệt đối xử trong lao động là hành vi phân biệt, loại trừ hoặc ưu tiên dựa trên chủng tộc, màu da, nguồn gốc quốc gia hoặc nguồn gốc xã hội, dân tộc, giới tính, độ tuổi, tình trạng thai sản, tình trạng hôn nhân, tôn giáo, tín ngưỡng, chính kiến, khuyết tật, trách nhiệm gia đình hoặc trên cơ sở tình trạng nhiễm HIV hoặc vì lý do thành lập, gia nhập và hoạt động công đoàn, tổ chức của người lao động tại doanh nghiệp có tác động làm ảnh hưởng đến bình đẳng về cơ hội việc làm hoặc nghề nghiệp. Việc phân biệt, loại trừ hoặc ưu tiên xuất phát từ yêu cầu đặc thù của công việc và các hành vi duy trì, bảo vệ việc làm cho người lao động dễ bị tổn thương thì không bị xem là phân biệt đối xử.
Quấy rối tình dục tại nơi làm việc là hành vi có tính chất tình dục của bất kỳ người nào đối với người khác tại nơi làm việc mà không được người đó mong muốn hoặc chấp nhận. Nơi làm việc là bất kỳ nơi nào mà người lao động thực tế làm việc theo thỏa thuận hoặc phân công của người sử dụng lao động."
ldc000015,"Điều 3 Giải thích từ ngữ
Người lao động là người làm việc cho người sử dụng lao động theo thỏa thuận, được trả lương và chịu sự quản lý, điều hành, giám sát của người sử dụng lao động. Độ tuổi lao động tối thiểu của người lao động là đủ 15 tuổi, trừ trường hợp quy định tại Mục 1 Chương XI của Bộ luật này."
ldc000016,Định nghĩa người lao động và quy định về độ tuổi lao động tối thiểu.
ldc000017,"Điều 3 Giải thích từ ngữ
Người sử dụng lao động là doanh nghiệp, cơ quan, tổ chức, hợp tác xã, hộ gia đình, cá nhân có thuê mướn, sử dụng người lao động làm việc cho mình theo thỏa thuận; trường hợp người sử dụng lao động là cá nhân thì phải có năng lực hành vi dân sự đầy đủ."
ldc000018,Định nghĩa về người sử dụng lao động theo Bộ luật Lao động.
ldc000019,"Điều 3 Giải thích từ ngữ
Tổ chức đại diện người lao động tại cơ sở là tổ chức được thành lập trên cơ sở tự nguyện của người lao động tại một đơn vị sử dụng lao động nhằm mục đích bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động trong quan hệ lao động thông qua thương lượng tập thể hoặc các hình thức khác theo quy định của pháp luật về lao động. Tổ chức đại diện người lao động tại cơ sở bao gồm công đoàn cơ sở và tổ chức của người lao động tại doanh nghiệp."
ldc000020,Định nghĩa về tổ chức đại diện người lao động tại cơ sở.
ldc000021,"Điều 3 Giải thích từ ngữ
Tổ chức đại diện người sử dụng lao động là tổ chức được thành lập hợp pháp, đại diện và bảo vệ quyền, lợi ích hợp pháp của người sử dụng lao động trong quan hệ lao động."
ldc000022,Định nghĩa về tổ chức đại diện người sử dụng lao động.
ldc000023,"Điều 3 Giải thích từ ngữ
Quan hệ lao động là quan hệ xã hội phát sinh trong việc thuê mướn, sử dụng lao động, trả lương giữa người lao động, người sử dụng lao động, các tổ chức đại diện của các bên, cơ quan nhà nước có thẩm quyền. Quan hệ lao động bao gồm quan hệ lao động cá nhân và quan hệ lao động tập thể."
ldc000024,"Định nghĩa quan hệ lao động, bao gồm quan hệ lao động cá nhân và tập thể."
ldc000025,"Điều 3 Giải thích từ ngữ
Người làm việc không có quan hệ lao động là người làm việc không trên cơ sở thuê mướn bằng hợp đồng lao động."
ldc000026,Định nghĩa về người làm việc không có quan hệ lao động
ldc000027,"Điều 3 Giải thích từ ngữ
Cưỡng bức lao động là việc dùng vũ lực, đe dọa dùng vũ lực hoặc các thủ đoạn khác để ép buộc người lao động phải làm việc trái ý muốn của họ."
ldc000028,Định nghĩa về cưỡng bức lao động theo Bộ luật Lao động.
ldc000029,"Điều 3 Giải thích từ ngữ
Phân biệt đối xử trong lao động là hành vi phân biệt, loại trừ hoặc ưu tiên dựa trên chủng tộc, màu da, nguồn gốc quốc gia hoặc nguồn gốc xã hội, dân tộc, giới tính, độ tuổi, tình trạng thai sản, tình trạng hôn nhân, tôn giáo, tín ngưỡng, chính kiến, khuyết tật, trách nhiệm gia đình hoặc trên cơ sở tình trạng nhiễm HIV hoặc vì lý do thành lập, gia nhập và hoạt động công đoàn, tổ chức của người lao động tại doanh nghiệp có tác động làm ảnh hưởng đến bình đẳng về cơ hội việc làm hoặc nghề nghiệp. Việc phân biệt, loại trừ hoặc ưu tiên xuất phát từ yêu cầu đặc thù của công việc và các hành vi duy trì, bảo vệ việc làm cho người lao động dễ bị tổn thương thì không bị xem là phân biệt đối xử."
ldc000030,Định nghĩa về phân biệt đối xử trong lao động và các trường hợp ngoại lệ.
ldc000031,"Điều 3 Giải thích từ ngữ
Quấy rối tình dục tại nơi làm việc là hành vi có tính chất tình dục của bất kỳ người nào đối với người khác tại nơi làm việc mà không được người đó mong muốn hoặc chấp nhận. Nơi làm việc là bất kỳ nơi nào mà người lao động thực tế làm việc theo thỏa thuận hoặc phân công của người sử dụng lao động."
ldc000032,Định nghĩa 'Quấy rối tình dục tại nơi làm việc' và 'Nơi làm việc' theo Bộ luật Lao động.
ldc000033,"Điều 4 Chính sách của Nhà nước về lao động
Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động."
ldc000034,Chính sách của Nhà nước bảo vệ quyền lợi người lao động và khuyến khích thỏa thuận có lợi hơn.
ldc000035,"Điều 4 Chính sách của Nhà nước về lao động
Bảo đảm quyền và lợi ích hợp pháp, chính đáng của người lao động, người làm việc không có quan hệ lao động; khuyến khích những thỏa thuận bảo đảm cho người lao động có điều kiện thuận lợi hơn so với quy định của pháp luật về lao động.
Bảo đảm quyền và lợi ích hợp pháp của người sử dụng lao động, quản lý lao động đúng pháp luật, dân chủ, công bằng, văn minh và nâng cao trách nhiệm xã hội.
Tạo điều kiện thuận lợi đối với hoạt động tạo việc làm, tự tạo việc làm, dạy nghề và học nghề để có việc làm; hoạt động sản xuất, kinh doanh thu hút nhiều lao động; áp dụng một số quy định của Bộ luật này đối với người làm việc không có quan hệ lao động.
Có chính sách phát triển, phân bố nguồn nhân lực; nâng cao năng suất lao động; đào tạo, bồi dưỡng và nâng cao trình độ, kỹ năng nghề cho người lao động; hỗ trợ duy trì, chuyển đổi nghề nghiệp, việc làm cho người lao động; ưu đãi đối với người lao động có trình độ chuyên môn, kỹ thuật cao đáp ứng yêu cầu của cách mạng công nghiệp, sự nghiệp công nghiệp hóa, hiện đại hóa đất nước.
Có chính sách phát triển thị trường lao động, đa dạng các hình thức kết nối cung, cầu lao động.
Thúc đẩy người lao động và người sử dụng lao động đối thoại, thương lượng tập thể, xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định.
Bảo đảm bình đẳng giới; quy định chế độ lao động và chính sách xã hội nhằm bảo vệ lao động nữ, lao động là người khuyết tật, người lao động cao tuổi, lao động chưa thành niên."
ldc000036,"Điều 4 Chính sách của Nhà nước về lao động
Bảo đảm quyền và lợi ích hợp pháp của người sử dụng lao động, quản lý lao động đúng pháp luật, dân chủ, công bằng, văn minh và nâng cao trách nhiệm xã hội."
ldc000037,Chính sách của Nhà nước nhằm bảo vệ quyền lợi hợp pháp của cả người lao động và người sử dụng lao động.
ldc000038,"Điều 4 Chính sách của Nhà nước về lao động
Tạo điều kiện thuận lợi đối với hoạt động tạo việc làm, tự tạo việc làm, dạy nghề và học nghề để có việc làm; hoạt động sản xuất, kinh doanh thu hút nhiều lao động; áp dụng một số quy định của Bộ luật này đối với người làm việc không có quan hệ lao động."
ldc000039,Chính sách nhà nước khuyến khích tạo việc làm và mở rộng đối tượng điều chỉnh của Bộ luật Lao động.
ldc000040,"Điều 4 Chính sách của Nhà nước về lao động
Có chính sách phát triển, phân bố nguồn nhân lực; nâng cao năng suất lao động; đào tạo, bồi dưỡng và nâng cao trình độ, kỹ năng nghề cho người lao động; hỗ trợ duy trì, chuyển đổi nghề nghiệp, việc làm cho người lao động; ưu đãi đối với người lao động có trình độ chuyên môn, kỹ thuật cao đáp ứng yêu cầu của cách mạng công nghiệp, sự nghiệp công nghiệp hóa, hiện đại hóa đất nước."
ldc000041,Chính sách của Nhà nước về phát triển nguồn nhân lực và hỗ trợ người lao động.
ldc000042,"Điều 4 Chính sách của Nhà nước về lao động
Có chính sách phát triển thị trường lao động, đa dạng các hình thức kết nối cung, cầu lao động."
ldc000043,Nhà nước có chính sách phát triển thị trường lao động và kết nối cung cầu.
ldc000044,"Điều 4 Chính sách của Nhà nước về lao động
Thúc đẩy người lao động và người sử dụng lao động đối thoại, thương lượng tập thể, xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định."
ldc000045,Nhà nước khuyến khích đối thoại và thương lượng tập thể trong quan hệ lao động.
ldc000046,"Điều 4 Chính sách của Nhà nước về lao động
Bảo đảm bình đẳng giới; quy định chế độ lao động và chính sách xã hội nhằm bảo vệ lao động nữ, lao động là người khuyết tật, người lao động cao tuổi, lao động chưa thành niên."
ldc000047,Chính sách của Nhà nước về bảo đảm bình đẳng giới và bảo vệ các đối tượng lao động đặc thù.
ldc000048,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc;"
ldc000049,Quy định về các quyền cơ bản của người lao động theo Bộ luật Lao động.
ldc000050,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Làm việc; tự do lựa chọn việc làm, nơi làm việc, nghề nghiệp, học nghề, nâng cao trình độ nghề nghiệp; không bị phân biệt đối xử, cưỡng bức lao động, quấy rối tình dục tại nơi làm việc;
Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đảm về an toàn, vệ sinh lao động; nghỉ theo chế độ, nghỉ hằng năm có hưởng lương và được hưởng phúc lợi tập thể;
Thành lập, gia nhập, hoạt động trong tổ chức đại diện người lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; yêu cầu và tham gia đối thoại, thực hiện quy chế dân chủ, thương lượng tập thể với người sử dụng lao động và được tham vấn tại nơi làm việc để bảo vệ quyền và lợi ích hợp pháp, chính đáng của mình; tham gia quản lý theo nội quy của người sử dụng lao động;
Từ chối làm việc nếu có nguy cơ rõ ràng đe dọa trực tiếp đến tính mạng, sức khỏe trong quá trình thực hiện công việc;
Đơn phương chấm dứt hợp đồng lao động;
Đình công;
Các quyền khác theo quy định của pháp luật.
Người lao động có các nghĩa vụ sau đây:
Thực hiện hợp đồng lao động, thỏa ước lao động tập thể và thỏa thuận hợp pháp khác;
Chấp hành kỷ luật lao động, nội quy lao động; tuân theo sự quản lý, điều hành, giám sát của người sử dụng lao động;
Thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động."
ldc000051,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Hưởng lương phù hợp với trình độ, kỹ năng nghề trên cơ sở thỏa thuận với người sử dụng lao động; được bảo hộ lao động, làm việc trong điều kiện bảo đảm về an toàn, vệ sinh lao động; nghỉ theo chế độ, nghỉ hằng năm có hưởng lương và được hưởng phúc lợi tập thể;"
ldc000052,Quy định về các quyền cơ bản của người lao động trong Bộ luật Lao động.
ldc000053,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Thành lập, gia nhập, hoạt động trong tổ chức đại diện người lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật; yêu cầu và tham gia đối thoại, thực hiện quy chế dân chủ, thương lượng tập thể với người sử dụng lao động và được tham vấn tại nơi làm việc để bảo vệ quyền và lợi ích hợp pháp, chính đáng của mình; tham gia quản lý theo nội quy của người sử dụng lao động;"
ldc000054,Quyền của người lao động trong việc tham gia các tổ chức và đối thoại tại nơi làm việc.
ldc000055,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Từ chối làm việc nếu có nguy cơ rõ ràng đe dọa trực tiếp đến tính mạng, sức khỏe trong quá trình thực hiện công việc;"
ldc000056,"Quyền từ chối làm việc khi có nguy cơ đe dọa tính mạng, sức khỏe."
ldc000057,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Đơn phương chấm dứt hợp đồng lao động;"
ldc000058,Người lao động có quyền đơn phương chấm dứt hợp đồng lao động.
ldc000059,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Đình công;"
ldc000060,Quy định về quyền đình công của người lao động.
ldc000061,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các quyền sau đây:
Các quyền khác theo quy định của pháp luật."
ldc000062,Quy định về quyền của người lao động theo Bộ luật Lao động.
ldc000063,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các nghĩa vụ sau đây:
Thực hiện hợp đồng lao động, thỏa ước lao động tập thể và thỏa thuận hợp pháp khác;"
ldc000064,"Nghĩa vụ của người lao động: thực hiện hợp đồng, thỏa ước và thỏa thuận hợp pháp."
ldc000065,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các nghĩa vụ sau đây:
Chấp hành kỷ luật lao động, nội quy lao động; tuân theo sự quản lý, điều hành, giám sát của người sử dụng lao động;"
ldc000066,"Nghĩa vụ của người lao động: chấp hành kỷ luật, nội quy lao động và tuân thủ quản lý của người sử dụng lao động."
ldc000067,"Điều 5 Quyền và nghĩa vụ của người lao động
Người lao động có các nghĩa vụ sau đây:
Thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động."
ldc000068,Nghĩa vụ của người lao động trong việc tuân thủ pháp luật lao động.
ldc000069,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động;"
ldc000070,Quy định về quyền của người sử dụng lao động trong quản lý và sử dụng lao động.
ldc000071,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Tuyển dụng, bố trí, quản lý, điều hành, giám sát lao động; khen thưởng và xử lý vi phạm kỷ luật lao động;
Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật;
Yêu cầu tổ chức đại diện người lao động thương lượng với mục đích ký kết thỏa ước lao động tập thể; tham gia giải quyết tranh chấp lao động, đình công; đối thoại, trao đổi với tổ chức đại diện người lao động về các vấn đề trong quan hệ lao động, cải thiện đời sống vật chất và tinh thần của người lao động;
Đóng cửa tạm thời nơi làm việc;
Các quyền khác theo quy định của pháp luật.
Người sử dụng lao động có các nghĩa vụ sau đây:
Thực hiện hợp đồng lao động, thỏa ước lao động tập thể và thỏa thuận hợp pháp khác; tôn trọng danh dự, nhân phẩm của người lao động;
Thiết lập cơ chế và thực hiện đối thoại, trao đổi với người lao động và tổ chức đại diện người lao động; thực hiện quy chế dân chủ ở cơ sở tại nơi làm việc;
Đào tạo, đào tạo lại, bồi dưỡng nâng cao trình độ, kỹ năng nghề nhằm duy trì, chuyển đổi nghề nghiệp, việc làm cho người lao động;
Thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động; xây dựng và thực hiện các giải pháp phòng, chống quấy rối tình dục tại nơi làm việc;
Tham gia phát triển tiêu chuẩn kỹ năng nghề quốc gia, đánh giá, công nhận kỹ năng nghề cho người lao động."
ldc000072,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Thành lập, gia nhập, hoạt động trong tổ chức đại diện người sử dụng lao động, tổ chức nghề nghiệp và tổ chức khác theo quy định của pháp luật;"
ldc000073,Quyền của người sử dụng lao động được tham gia các tổ chức đại diện.
ldc000074,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Yêu cầu tổ chức đại diện người lao động thương lượng với mục đích ký kết thỏa ước lao động tập thể; tham gia giải quyết tranh chấp lao động, đình công; đối thoại, trao đổi với tổ chức đại diện người lao động về các vấn đề trong quan hệ lao động, cải thiện đời sống vật chất và tinh thần của người lao động;"
ldc000075,Quy định về quyền của người sử dụng lao động trong việc đối thoại và thương lượng với tổ chức đại diện người lao động.
ldc000076,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Đóng cửa tạm thời nơi làm việc;"
ldc000077,Quy định về quyền đóng cửa tạm thời nơi làm việc của người sử dụng lao động.
ldc000078,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các quyền sau đây:
Các quyền khác theo quy định của pháp luật."
ldc000079,Quy định về quyền chung của người sử dụng lao động theo Bộ luật Lao động.
ldc000080,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các nghĩa vụ sau đây:
Thực hiện hợp đồng lao động, thỏa ước lao động tập thể và thỏa thuận hợp pháp khác; tôn trọng danh dự, nhân phẩm của người lao động;"
ldc000081,"Nghĩa vụ của người sử dụng lao động: tôn trọng danh dự, nhân phẩm người lao động."
ldc000082,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các nghĩa vụ sau đây:
Thiết lập cơ chế và thực hiện đối thoại, trao đổi với người lao động và tổ chức đại diện người lao động; thực hiện quy chế dân chủ ở cơ sở tại nơi làm việc;"
ldc000083,Nghĩa vụ của người sử dụng lao động về đối thoại và thực hiện quy chế dân chủ ở cơ sở.
ldc000084,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các nghĩa vụ sau đây:
Đào tạo, đào tạo lại, bồi dưỡng nâng cao trình độ, kỹ năng nghề nhằm duy trì, chuyển đổi nghề nghiệp, việc làm cho người lao động;"
ldc000085,"Nghĩa vụ đào tạo, bồi dưỡng nâng cao trình độ cho người lao động của người sử dụng lao động."
ldc000086,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các nghĩa vụ sau đây:
Thực hiện quy định của pháp luật về lao động, việc làm, giáo dục nghề nghiệp, bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động; xây dựng và thực hiện các giải pháp phòng, chống quấy rối tình dục tại nơi làm việc;"
ldc000087,Người sử dụng lao động có nghĩa vụ tuân thủ luật lao động và phòng chống quấy rối tình dục.
ldc000088,"Điều 6 Quyền và nghĩa vụ của người sử dụng lao động
Người sử dụng lao động có các nghĩa vụ sau đây:
Tham gia phát triển tiêu chuẩn kỹ năng nghề quốc gia, đánh giá, công nhận kỹ năng nghề cho người lao động."
ldc000089,Nghĩa vụ của người sử dụng lao động trong việc phát triển kỹ năng nghề cho người lao động.
ldc000090,"Điều 7 Xây dựng quan hệ lao động
Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau."
ldc000091,"Nguyên tắc xây dựng quan hệ lao động dựa trên tự nguyện, thiện chí, bình đẳng, hợp tác."
ldc000092,"Điều 7 Xây dựng quan hệ lao động
Quan hệ lao động được xác lập qua đối thoại, thương lượng, thỏa thuận theo nguyên tắc tự nguyện, thiện chí, bình đẳng, hợp tác, tôn trọng quyền và lợi ích hợp pháp của nhau.
Người sử dụng lao động, tổ chức đại diện người sử dụng lao động và người lao động, tổ chức đại diện người lao động xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định với sự hỗ trợ của cơ quan nhà nước có thẩm quyền.
Công đoàn tham gia cùng với cơ quan nhà nước có thẩm quyền hỗ trợ xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định; giám sát việc thi hành quy định của pháp luật về lao động; bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động.
Phòng Thương mại và Công nghiệp Việt Nam, Liên minh Hợp tác xã Việt Nam và các tổ chức đại diện của người sử dụng lao động khác được thành lập theo quy định của pháp luật có vai trò đại diện, bảo vệ quyền và lợi ích hợp pháp của người sử dụng lao động, tham gia xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định."
ldc000093,"Điều 7 Xây dựng quan hệ lao động
Người sử dụng lao động, tổ chức đại diện người sử dụng lao động và người lao động, tổ chức đại diện người lao động xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định với sự hỗ trợ của cơ quan nhà nước có thẩm quyền."
ldc000094,"Quy định chung về xây dựng quan hệ lao động tiến bộ, hài hòa, ổn định."
ldc000095,"Điều 7 Xây dựng quan hệ lao động
Công đoàn tham gia cùng với cơ quan nhà nước có thẩm quyền hỗ trợ xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định; giám sát việc thi hành quy định của pháp luật về lao động; bảo vệ quyền và lợi ích hợp pháp, chính đáng của người lao động."
ldc000096,Vai trò của công đoàn trong xây dựng quan hệ lao động và bảo vệ người lao động.
ldc000097,"Điều 7 Xây dựng quan hệ lao động
Phòng Thương mại và Công nghiệp Việt Nam, Liên minh Hợp tác xã Việt Nam và các tổ chức đại diện của người sử dụng lao động khác được thành lập theo quy định của pháp luật có vai trò đại diện, bảo vệ quyền và lợi ích hợp pháp của người sử dụng lao động, tham gia xây dựng quan hệ lao động tiến bộ, hài hòa và ổn định."
ldc000098,Vai trò của các tổ chức đại diện người sử dụng lao động trong quan hệ lao động.
ldc000099,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Phân biệt đối xử trong lao động."
ldc000100,Cấm phân biệt đối xử trong lĩnh vực lao động.
ldc000101,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Phân biệt đối xử trong lao động.
Ngược đãi người lao động, cưỡng bức lao động.
Quấy rối tình dục tại nơi làm việc.
Lợi dụng danh nghĩa dạy nghề, tập nghề để trục lợi, bóc lột sức lao động hoặc lôi kéo, dụ dỗ, ép buộc người học nghề, người tập nghề vào hoạt động trái pháp luật.
Sử dụng lao động chưa qua đào tạo hoặc chưa có chứng chỉ kỹ năng nghề quốc gia đối với nghề, công việc phải sử dụng lao động đã được đào tạo hoặc phải có chứng chỉ kỹ năng nghề quốc gia.
Lôi kéo, dụ dỗ, hứa hẹn, quảng cáo gian dối hoặc thủ đoạn khác để lừa gạt người lao động hoặc để tuyển dụng người lao động với mục đích mua bán người, bóc lột, cưỡng bức lao động hoặc lợi dụng dịch vụ việc làm, hoạt động đưa người lao động đi làm việc ở nước ngoài theo hợp đồng để thực hiện hành vi trái pháp luật.
Sử dụng lao động chưa thành niên trái pháp luật."
ldc000102,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Ngược đãi người lao động, cưỡng bức lao động."
ldc000103,Cấm ngược đãi và cưỡng bức người lao động trong lĩnh vực lao động
ldc000104,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Quấy rối tình dục tại nơi làm việc."
ldc000105,Nghiêm cấm hành vi quấy rối tình dục tại nơi làm việc.
ldc000106,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Lợi dụng danh nghĩa dạy nghề, tập nghề để trục lợi, bóc lột sức lao động hoặc lôi kéo, dụ dỗ, ép buộc người học nghề, người tập nghề vào hoạt động trái pháp luật."
ldc000107,"Cấm lợi dụng dạy nghề, tập nghề để trục lợi, bóc lột hoặc ép buộc học viên làm việc trái pháp luật."
ldc000108,"Điều 8 Các hành vi bị nghiêm cấm trong lĩnh vực lao động
Sử dụng lao động chưa qua đào tạo hoặc chưa có chứng chỉ kỹ năng nghề quốc gia đối với nghề, công việc phải sử dụng lao động đã được đào tạo hoặc phải có chứng chỉ kỹ năng nghề quốc gia."
